,M1-01,M1-16,M2-01,M2-16,M3-01,M3-16,M4-01
2008-03,4.26551711245217,4.249081366057993,0.9900038574143024,0.9941767867960603,0.7772708566580446,0.8103765103675682,0.8159610534689787
2008-06,2.195013610454291,2.1898945541220503,3.78793161778734,3.724592177809582,3.4321657522757674,3.442697845900378,3.452091223107284
2008-09,7.463201994425251,7.471114433229447,6.78300175356553,6.79730284398813,6.774007290630842,6.756442446074855,6.71390289693345
2008-12,-2.1361487379457538,-1.9185313246980413,-8.864105052624586,-8.885523095953854,-10.693144327632735,-10.5720260559318,-10.766518233570316
2009-03,-6.88975724234314,-6.97567810719375,-7.797242535397083,-7.851748582341242,-9.855388631949497,-10.48060835448076,-10.455460766731271
2009-06,-8.771789439566065,-9.133906718612216,-5.917538389297463,-5.962044398237441,-8.796595023240894,-8.860857527912245,-8.856857547496942
2009-09,-7.934751786832228,-7.971036768028537,-9.188127852549753,-9.147516374974487,-8.709490429271925,-8.681179227235594,-8.569067732341122
2009-12,-2.123438801532606,-2.056653674927286,0.5133699177168205,0.5224205766605718,-0.7380148928285152,-0.7641852955386287,-0.6616621731028597
2010-03,0.7134659041007834,0.7864617783358842,1.5945510474004507,1.5772154569652739,0.7977351250635093,0.9305491779893585,0.9617978928723966
2010-06,1.0026979998169578,0.9827173294115447,2.058377106168552,2.5259155651417062,1.5385204710989036,1.2585054099378832,1.2994941310259438
2010-09,-0.806249777669755,-0.7477818656458852,3.347401173023121,3.3033274611245735,1.625472768225643,1.4926700439757772,1.6900662278826915
2010-12,5.267970760032145,5.337252829352386,8.56622892633434,8.442270087253856,9.360369745028606,9.54296898867712,9.787166611323425
2011-03,6.013956407568231,5.958077101902102,9.448355365831429,9.306227629224683,10.824451004370209,10.89858098673757,11.040038231537192
2011-06,4.179735330715839,4.185707096093678,3.5816062351806703,3.5528473602810644,2.913646929114069,2.961662003611035,2.9076946361380687
2011-09,2.613691248876038,2.6259421115720016,1.5900003118082648,1.5644176972337513,-2.0668634554492966,-1.7392966120202855,-1.4247549701843156
2011-12,-5.526758321695627,-5.726901764510029,-3.958616703817566,-3.9983741400898047,-5.965370751929585,-5.836091439739148,-5.619110091004531
2012-03,-1.8364894306742459,-1.8045106231624555,-1.7956934590603604,-1.8653489902071674,-2.4620884619644867,-2.2677711276991293,-2.20631645657752
2012-06,0.442860193402154,0.4307924794495831,1.2886632011138248,1.356686980723836,-0.14850214069936418,-0.20779988797483828,-0.21439081457218212
2012-09,-0.8666170248566009,-0.7206645321383806,-2.6515696048872135,-2.776092719026976,-3.475605515418412,-3.362319109061814,-3.1379632919466935
2012-12,-0.5250942677760994,-0.5421206352399298,-0.3309163440791073,-0.4323778137120574,-1.7259665352904205,-1.7581465829097107,-1.690214861896112
2013-03,1.3447572458352017,1.3530634979455967,4.397833058010837,4.396288253876093,3.3135026236580454,3.2337603297765143,3.2165195289426802
2013-06,-2.037179046211076,-2.054373397151915,-1.135929879846632,-1.0755013659620074,0.7209032606073449,0.806920072987611,0.8231138717556377
2013-09,1.8887850159433681,1.8315017867799213,2.224813032951632,2.251523514590913,2.4178113003908637,2.2945832521417984,2.28076306196438
2013-12,4.864308656492992,4.939916544018666,3.691131757560256,3.683302850834176,3.2342637422330855,3.1878762495286406,3.1237948753494464
2014-03,3.03116331524261,2.9845504648020924,2.586253176539387,2.56033160431633,0.684210078089714,0.7645015351860434,0.8141701927735383
2014-06,0.5640666633198324,0.5625309294793666,0.7877563614473784,0.7722438978906923,-1.1439368663856289,-1.1232614351198287,-1.1581608337795049
2014-09,2.3579361278821436,2.3437682932109674,1.9055893063411773,1.9025083114249572,0.10303226069133364,1.1716623228983916,1.2151312403608743
2014-12,-3.5785448121051444,-3.6187950953726964,-3.2115501160743842,-3.163747497373309,-1.627952604321365,-1.526751888353734,-1.5886838523430953
2015-03,1.929086804375817,1.9295291321666124,0.1308594197616736,0.16439368222372697,-1.177378234856917,-1.1623412977891094,-1.0672013495581978
2015-06,0.8313015098754393,0.8413531287469381,2.1173322088460726,2.1276441073986336,2.9059822354328952,2.9728221823470666,2.8541590532685106
2015-09,4.695431361439173,4.669583020781433,1.372808279319949,1.3258237718985102,1.7051692034763402,1.720475137039502,1.5883258486262444
2015-12,-0.001728115117217266,-0.03021496665513379,-0.21226123398402474,-0.23791443261663925,0.2845928120333122,0.3834074393298361,0.3907448036985941
2016-03,2.7716775707702053,2.6935114852209217,1.444362432727846,1.4449745001696226,-0.3988531110656508,-0.22592046557295054,-0.2489548887634878
2016-06,0.81045333565802,0.8174848360148137,1.8243720072371774,1.8189845550481012,0.8939466192576625,0.9072761060057576,0.9792190078059313
2016-09,1.9187615041734658,1.912408746374006,-0.16416760083840765,-0.12924980747454629,-0.012963141359623398,-0.05311435198004222,-0.11242776900623375
2016-12,0.40964928033601355,0.41386028796370145,0.7063214151335061,0.6754597004042253,1.4451189988826776,1.4888947330884985,1.5363256649476666
2017-03,1.239207720274151,1.319061649232819,2.101312758574874,2.001699897194443,1.2098244336742323,1.2540664541344342,1.100992351074941
2017-06,1.8837997568088896,1.9123698075043745,1.4734558867986225,1.4530217476424419,1.3649530144508937,1.3702991141978123,1.2659294233262104
2017-09,3.3154843385762316,3.3096816756378997,4.802756969761105,4.788935304157641,3.787172006142008,3.7651330029179912,3.8078498775090552
2017-12,1.8007878692000148,1.7986647567733,3.2998952846241085,3.2892568185889144,3.5621958386753176,3.519254065039677,3.5090753662996996
