,M1-01,M1-16,M2-01,M2-16,M3-01,M3-16,M4-01
2008-03,2.1401244725062316,2.046839263910799,1.3354272216050265,1.375342598630257,1.82859892116363,2.1192529209868614,2.5527303274591775
2008-06,2.185310003993735,2.1843459035133903,1.1616867446483283,0.8620575877445524,1.0786528893925138,0.9904486207254202,1.4153272151579102
2008-09,2.105052496516124,1.7765076267332542,1.1794565257914997,1.3696243974687596,1.8615648945827432,1.2533233196789353,0.7062889486883345
2008-12,-0.6457085791747226,-0.017025740451119376,-2.7562463078949877,-4.182407678471661,-6.174205074224634,-5.674449558557447,-5.1578055711884065
2009-03,-4.872677269336743,-5.026923340445231,-5.349230359031919,-7.304352214903514,-7.919912587563737,-9.195376308416993,-9.943606796794702
2009-06,-5.607747314235343,-4.999050812531395,-3.8922898861741047,-4.5166075037524,-5.940195029663128,-5.535801125668564,-5.000311422194045
2009-09,0.4091708043387061,1.4405861023191642,0.5885905942522238,0.9705569188787921,-0.05194012178453611,-0.04637630245991575,0.8377183095619861
2009-12,2.5090094732912274,2.732422872894926,3.064582860396257,3.4098299498422477,2.9939475277572796,2.6767683963868194,3.0831183139765206
2010-03,2.2018801910216537,2.186403329344281,2.001356676650147,1.4809242993064216,1.5052264758082752,2.035127916674696,2.0589990179412045
2010-06,2.2862324101421865,2.2888846468289517,4.553728001311507,5.4039902387877365,6.295211664924918,5.7419528141575915,5.714229231027279
2010-09,3.3070975653557655,3.2911974727293876,4.793230443602134,4.65251829178635,4.208385803771095,3.657971897802036,3.8377839659887507
2010-12,3.0367273960714063,3.0997639985944256,4.196086559363657,3.6801495900076473,3.262201122747471,3.836913808790621,4.322106831191851
2011-03,3.5111405485953506,3.410242095997952,4.33794979733373,3.5079880665837235,4.070571787346141,4.1591059293966595,4.375247620640893
2011-06,3.7850680164865818,3.8806822850501796,3.0065018988334655,2.8907206620750827,3.612976095176095,3.6537237612860207,3.161584174620848
2011-09,2.415391236307084,2.400108482007524,2.2163149522007943,1.9032811149123192,0.5714900910359636,1.1551823154704974,1.0935337175383695
2011-12,-1.9627684725958736,-1.958511677627083,-0.7099357228522316,-1.2225845358366356,-1.4397204923179483,-0.8442227189560094,-0.17438983339251912
2012-03,1.0932823846831152,0.9299611329286834,1.5711689960357629,0.9667743929067125,1.5231281994644945,1.6976397790799056,1.8103213243193437
2012-06,1.7644696038475012,1.7240888794234843,2.6970701264184744,2.9740087747454806,1.9630511479484265,1.4195221863238285,1.1227444015721417
2012-09,-0.9262407418617644,-0.7486600362165317,-1.3371633727049295,-1.294374745747086,-1.2469382353766918,-0.7329796374772266,0.035648361128342465
2012-12,0.5253787174161747,0.6455517142376989,0.4249573582410656,0.06680512785238979,0.04139162477697744,-0.18942634167446015,0.025474108288529695
2013-03,0.9549312469472764,0.904968522647113,0.9538358173538559,1.002938633705221,0.786791240174229,0.8807830241467255,0.7447009085588419
2013-06,1.5415878654237585,1.608364058115797,0.29196368295040287,0.523542802584159,0.2975775733830254,0.7186980422826958,0.8107020920525552
2013-09,1.2527459886764403,1.1287989659199908,0.9205836209295648,1.33151852620864,1.0848732233308338,0.7587842744121074,0.8394275123509753
2013-12,1.5762946350719322,1.9765418039326066,2.3788712796163143,2.460905130562586,2.4613990821229166,2.0762678150262586,1.7718884926376592
2014-03,2.716218797306757,2.9541849394059545,3.7222112895749113,3.504859844277659,2.5947523993238573,2.7928666153669908,2.7266910245412324
2014-06,1.3434882016720735,1.2118258212575705,1.1237111607902273,0.9920088189942283,1.093110665970885,1.1578134320412738,0.805357632899224
2014-09,1.659251400675891,1.444417028452758,1.5789656291096112,1.2506241783135263,0.09162495813506077,0.7672207411967146,0.9772004923603501
2014-12,0.6127869797507975,-0.022719580218135027,-0.19278382842720942,0.037909514290110025,0.2406362313126631,0.7537682454318688,0.5280558677633705
2015-03,1.260488127002581,1.1709137626369892,1.2148659569363185,1.5061929292380265,1.343956143934597,1.4497889780247215,1.666419522997434
2015-06,2.629140884367929,2.3668972736219924,2.9498092870430535,2.651263742013386,1.5956929070181003,1.8462823011935932,1.7433459971955967
2015-09,0.511918940997428,0.7659847758557032,0.8341813545550413,0.855986301882113,0.33937938255044164,0.5113431471195478,0.04572049538501188
2015-12,0.13131520199070135,0.04147620635120397,-0.46170758859056416,-0.5687038304884111,-0.45567687137817714,0.11662670363976524,0.1936567511519669
2016-03,1.1934116509517039,0.9970225851425618,-0.16994228616891416,-0.014685447341479918,-1.4902256705772225,-0.41639235777291916,-0.5136060898418497
2016-06,0.19906016122353032,0.36378021110539305,0.4100443254911389,0.34038636691945134,0.4635169371018042,0.7694680426528744,1.0754153016297716
2016-09,2.2941904189451816,1.9180156026293331,0.8496719320792823,0.8072328326911752,0.8428791901211556,0.5224745909029218,0.5338674752484369
2016-12,1.5425994111642842,2.0413235330729695,1.309372343189003,1.2263856312805839,1.9181327274289228,2.0204318654242917,2.3529198380965695
2017-03,3.13191739418544,3.2383186851091574,3.1028569457683046,2.3704594009040703,2.9077149322505482,3.041980304416937,2.9343027358389557
2017-06,2.5668069841004444,2.711597740324362,3.382198225028326,3.327478520951832,3.092670604243027,2.995998362267966,2.5386569909881755
2017-09,1.693026444525128,1.7155710909372908,1.747974118451535,1.6082711535522118,0.7745072785933306,0.805043489177309,1.0060225479384959
2017-12,2.0699121912501424,2.590446028603902,3.1200998883425917,2.8995012278782566,3.2774630540867298,2.6889093869100984,2.4975128524144745
2018-03,2.284131566658731,2.6188206187993393,3.48728098954895,3.568601416223295,3.3332370126817628,2.984482480836665,2.676853069294208
2018-06,2.01318280882441,1.625844121346812,0.70641138299447,0.6565194780284744,1.4276509123081182,1.436153530300674,2.011233025926207
2018-09,1.2414331295317333,1.4060725123422102,1.6828823204495245,1.4681940643614972,1.2869651823914043,0.8029818056486386,0.7923650822802806
2018-12,0.24266950910264917,0.34289748483563653,0.08405734578661517,0.2946386427387424,0.7028016399283451,0.8755752803251373,0.6985689139532404
