,M1-01,M1-16,M2-01,M2-16,M3-01,M3-16,M4-01
2008-03,0.5077164803938612,0.49165742153792225,1.507963386580005,1.6702018586322374,2.179721865807862,2.500422592701132,2.7118417148346055
2008-06,0.9374331110388632,0.9168086836906804,-0.5541398004727995,-0.7709454219254157,-1.1379397423572486,-1.130472255362725,-0.9175345621988609
2008-09,-0.5206587539128622,-0.7207998811943341,-1.3164020154142448,-1.031405746880844,-0.88448069399784,-1.1114223565230088,-1.0729163455879671
2008-12,1.2677751312678354,1.5422740341610859,1.5191586948640863,1.0720635906967992,0.5526487156962651,0.7097382921272516,0.8749237886865238
2009-03,2.434339495594598,2.331446008828025,0.9874210682951235,0.6587645553180941,-0.1229191639878815,-1.9435591153422274,-2.4934509902979802
2009-06,-0.3402843993312916,-0.4468325115775533,-0.410622161973778,0.007597894076797562,-0.5545476075357436,-0.6541668088987633,-0.5895251787800642
2009-09,0.9631049240618268,1.0801936060530313,2.4713177496014715,2.545618657226008,3.047084029075553,2.7385149103671216,2.8642379992896583
2009-12,2.227889373985722,2.1847051606169874,1.992639859944213,2.063527309940671,2.3575642508310892,2.1923185680856703,2.2602302525449334
2010-03,0.730364935594968,0.6982102000782615,0.658126715058768,0.4532032708779048,0.9793209094030553,1.056139865065972,1.0045964944259147
2010-06,1.1131635624855527,1.1127628939141063,1.9551576622832088,2.1099412808527656,3.8791061794501003,3.5591022432475725,3.535961291628343
2010-09,1.410640527316125,1.3827353371701365,1.3365476127712639,1.219257036694382,2.6304360293354687,2.3581873496781847,2.402529484989709
2010-12,1.6897641001352972,1.6759824904237806,1.2639898864694512,1.1058972897328634,0.6385548496611695,0.8448815064106028,0.9667320523950649
2011-03,0.09509782326857275,0.06645424982332715,-0.4453958329251104,-0.6672186533640643,-0.8178457528735537,-0.6280514112756734,-0.4341928323946165
2011-06,0.5040786947227323,0.524338679981389,0.13008917441096546,0.12073814600970945,0.9797991964013822,1.0890498467684935,0.9868992419090605
2011-09,2.0308553513651106,2.0476308412134188,2.0389692084277233,1.9653890500634725,2.6339064445011147,2.8048019859952893,2.7968990572560735
2011-12,1.5137002055029913,1.5297122681339383,0.808708267413916,0.5770820064297162,0.6707711052933736,1.0120337021285657,1.2428167816259477
2012-03,1.5668664764174816,1.4938433738074925,2.2608659043338557,1.9636450921177309,2.382151444468458,2.356799647173137,2.3521076026395087
2012-06,0.4720741580580934,0.4273678774787725,0.7522351993565067,0.9138300841598987,0.9800068384792131,0.7762544951653153,0.7549826309562455
2012-09,0.7700715307509596,0.8753042620475058,0.9861896809886417,1.0733545431738547,1.021027670076788,1.2043235984316858,1.3796910894761178
2012-12,0.38526725398825834,0.3740420377826741,0.47044345871844406,0.381848696913791,0.5671092113351175,0.4955118382049103,0.542319929498435
2013-03,1.0949875020213677,1.0758505851005682,0.7125168352226284,0.7389893808952683,0.5623228167141436,0.5245439978578774,0.47755203588497175
2013-06,1.3704771332488417,1.356580943127704,1.0519448861371923,1.1920118597130864,0.780748512511205,1.0909591710723805,1.1752996499525927
2013-09,0.7517123270868775,0.6812298153913092,0.6886402448021711,0.8628117340168336,0.5760071843714311,0.3742148565812864,0.404254191329562
2013-12,0.8386805707129064,0.8249605953793859,1.20130385556957,1.1955307234065835,1.391458711036875,1.213818919742656,1.1327623500496875
2014-03,0.5132600381106868,0.6061072265463003,1.1716396965217635,1.1468991460917537,1.5303253792343128,1.626303056390515,1.668387587049191
2014-06,1.0629660672805656,1.0060215537038903,0.7670739754124555,0.7008570913248002,0.6079112679616001,0.6725827020668085,0.6240934734871091
2014-09,1.343142043393725,1.3122811941980346,1.393564916160701,1.3738242973721848,1.2052998452767303,1.7244814079866382,1.7406582029110114
2014-12,0.9255751582442935,0.8233603299867741,0.781405048441435,0.859668720912678,0.9555917225220547,1.1207703674924767,1.0712663981689263
2015-03,1.496660597863642,1.4889483360420839,2.0357403503746787,2.07123421277112,2.101105901210105,2.0605140869494747,2.091047431856924
2015-06,1.4354693436895505,1.389733045328801,1.672238992106206,1.5945933489630908,0.8349133630598589,0.8467249435077656,0.8164478998342972
2015-09,0.0776672098433735,0.11096772220898998,0.6337824734583148,0.6547356517243154,0.549813547442834,0.5661970540518333,0.5084658402835631
2015-12,0.8700506729593667,0.8524912542388439,1.0650070560523344,1.0636525100323537,1.0415826347947659,1.1442921720593953,1.1528859917931382
2016-03,0.9929076032065035,0.9766351578180311,1.021467842051962,1.0519481413564153,1.2987986630653847,1.4926973622504838,1.4685763399272707
2016-06,1.1488713567771474,1.1630949262001522,1.0860516674363452,1.034987807472159,1.031779232709978,1.0538487901084077,1.0780449658067148
2016-09,1.6008173856236225,1.564629186835918,1.6571002598315805,1.6414674201685338,1.4906088585016999,1.4154995535419852,1.4185314632014798
2016-12,0.9774122105219022,1.0117601657710362,0.683426694088861,0.6555540968277834,0.3547837656130032,0.35761805114894796,0.3836088545540044
2017-03,0.937193111372412,0.9402559568128549,0.9408349801765004,0.8602863167145146,0.8860866166758878,0.9060622168277456,0.8802697154221917
2017-06,0.8908690650233191,0.8998169726819993,1.423647682066063,1.4069094192505085,1.0490823105480358,1.013198819444213,0.9962267589583158
2017-09,1.1793620921579495,1.1851193547421832,0.6195806870323712,0.6009434409210116,0.6756649767189473,0.6690802925312442,0.6983358477294613
2017-12,1.2685848962184707,1.3113515836418639,1.2944536466171188,1.2652762292569042,1.3193064048736665,1.2123207600882777,1.2166605975758973
2018-03,0.8019659922589537,0.8479008944204516,0.3262692572664956,0.349985491924782,0.1531746384670214,0.08791013409012716,0.09484332509431037
