"date","growth"
"1991-06",0.62851285065193
"1991-09",-5.79050316402494
"1991-12",10.1626564763254
"1992-03",-6.94076939645036
"1992-06",-4.49827500631699
"1992-09",-19.9613041530714
"1992-12",-19.4333761922984
"1993-03",-18.1483577827731
"1993-06",-19.5472947079569
"1993-09",-3.53322156519553
"1993-12",-9.43368181807998
"1994-03",2.1497172663107
"1994-06",3.71925551289749
"1994-09",9.29786182755024
"1994-12",7.86756612231727
"1995-03",-3.15192058429474
"1995-06",6.56752857315865
"1995-09",-2.42845498730304
"1995-12",-3.78763118515408
"1996-03",1.40268992368391
"1996-06",16.1233775089958
"1996-09",-3.15050855130252
"1996-12",11.1946046184265
"1997-03",2.79128176534265
"1997-06",2.17569206512707
"1997-09",4.85246549323612
"1997-12",15.917010356987
"1998-03",12.2727679616141
"1998-06",8.35268504036222
"1998-09",8.90000439676903
"1998-12",7.11171986596604
"1999-03",12.4453455114281
"1999-06",1.04634691454244
"1999-09",9.56220834142201
"1999-12",4.89397121680177
"2000-03",18.7055961329769
"2000-06",14.6575643946562
"2000-09",14.2950129472787
"2000-12",-2.06698651340744
"2001-03",-5.07606044659532
"2001-06",-12.3457902267685
"2001-09",-14.5561336227438
"2001-12",-9.42833450260352
"2002-03",-12.7778240147322
"2002-06",-0.806722962521889
"2002-09",-3.51472352602968
"2002-12",3.78381199900986
"2003-03",8.42883577552342
"2003-06",-7.4437238928553
"2003-09",1.69586330112104
"2003-12",1.77738572826343
"2004-03",-0.266104899491637
"2004-06",8.25495817425761
"2004-09",15.9740120910541
"2004-12",-6.01641634213053
"2005-03",7.93268745136793
"2005-06",2.60965043077732
"2005-09",9.38531272646017
"2005-12",18.9048767578328
"2006-03",-2.77939740162658
"2006-06",21.822565278454
"2006-09",-0.660793101819834
"2006-12",8.36242054097411
"2007-03",15.7339507581387
"2007-06",4.26891047210205
"2007-09",1.60581039923571
"2007-12",13.2790882446667
"2008-03",15.2072665606998
"2008-06",-0.477726080910656
"2008-09",-1.01563174456203
"2008-12",-20.8955886805104
"2009-03",-75.5549751692016
"2009-06",-1.72630367811912
"2009-09",4.41372719815405
"2009-12",-7.58546031929441
"2010-03",7.77349138200982
"2010-06",16.6731663036398
"2010-09",12.3665005340005
"2010-12",12.0770651839845
"2011-03",15.5758444655614
"2011-06",10.2770433888164
"2011-09",13.8578484633143
"2011-12",0.374324754018218
"2012-03",-3.8773625497285
"2012-06",-8.22030591221967
"2012-09",-9.06199545094175
"2012-12",-6.20455480908717
"2013-03",1.98208905666561
"2013-06",5.07083948662377
"2013-09",3.24071485301936
"2013-12",5.70687359952764
"2014-03",11.5769597266162
"2014-06",-6.58435235774597
"2014-09",-6.2368379039345
"2014-12",-3.38188956757293
"2015-03",6.71287369434204
"2015-06",1.17715338891706
"2015-09",-3.99361491725649
"2015-12",-1.78923182567452
"2016-03",11.7452000395936
"2016-06",-7.65777176725706
"2016-09",-0.753329669775837
"2016-12",-6.88646509954189
"2017-03",5.50938178043694
"2017-06",5.75998849613555
"2017-09",11.3196032692908
"2017-12",8.80247301823012
"2018-03",-1.05280534539602
"2018-06",4.31341488861854
"2018-09",3.53970241717398
"2018-12",4.67879331201111
