"date","ConstrProd","IP","ConstrNO","INO","ConstrTurn","ITurn","RetTurn","CPI","CPIEN","PPI","PPIEN","EPI","IPI","HW","ConstrHW","Empl","GWMan","GWConstr","CDAX","Bond1","Bond5","Bond10","EERN","EERB","TotalDebt","BankDebt","CorpDebt","PublicDebt","ifoIndTradeClimate","ifoIndTradeCurrent","ifoIndTradeExp","GfKBCE","GfKIE","GfKWtB","GfKCCI","ESI"
"8/1/1995",142.8,76.3,177.2,64.6,18777529,68,104.4,80.7,84.1,81.4,88.1,89.5,83.6,123.54,145481,37931,90.16,5538516,217.38,4.36,6.09,7.07,105.2827,94.9217,6.4,6.4,6.72,6.4,-12.2,-15.5,-8.8,3.5,13.8,-11.1,NA,103.2
"9/1/1995",139.9,77.8,183.2,66.9,18877300,69.1,104.3,80.8,84.2,81.5,88.2,89.6,83.8,123.68,142295,37951,90.26,5424094,212.88,4.08,5.97,7.08,104.8866,94.6106,6.1,6.1,6.49,6.1,-12.1,-14.8,-9.4,3.6,10.1,-16.9,NA,102.1
"10/1/1995",141.8,75.8,175.4,64,18450456,67.6,102.9,80.8,84.4,81.5,88.2,89.3,83.3,121.54,143451,37994,90.48,5502817,208.71,4.04,5.73,6.86,106.2836,96.15,6.1,6.1,6.36,6.1,-14.2,-17.4,-10.9,-0.7,6.5,-23.6,NA,102.1
"11/1/1995",147,76.3,187.3,65.4,18735670,67.8,104.8,80.9,84.5,81.4,88.1,89.3,83.3,121.76,148754,37997,90.77,5816986,212.72,3.8,5.37,6.61,106.8019,96.8229,5.8,5.8,6.03,5.8,-14,-18.4,-9.6,-11.5,0.1,-24.5,NA,101.7
"12/1/1995",128.1,76.3,166.3,66.4,18905457,68.9,104.5,80.9,84.4,81.6,88.1,89.3,83.6,120.33,129558,38026,91.35,5350059,215.7,3.61,5.19,6.4,106.2184,96.3703,5.5,5.5,5.68,5.6,-16.5,-19.9,-12.9,-20.3,-1.5,-20.5,NA,100.1
"1/1/1996",118.8,76.6,174.3,64.7,16269716,68,104.1,80.9,84.5,80.4,88,89.3,83.8,120.42,118786,37997,91.26,5314891,231.65,3.26,5.05,6.24,106.1775,96.3774,5.3,5.3,5.6,5.3,-21,-25.9,-15.9,-26.4,-18.3,-21.7,NA,98
"2/1/1996",108.3,75.9,167,63.9,15039069,66.4,104,81.1,84.6,80.4,87.8,89.3,83.6,119.62,108420,37977,90.9,4969352,230.67,3.42,5.57,6.79,106.0635,96.4038,5.7,5.6,5.78,5.7,-20.9,-27,-14.5,-29.1,-13.7,-19.8,NA,96.3
"3/1/1996",118.2,76.1,161.8,66.4,15931078,67.4,103.3,81.3,84.7,80.3,87.8,89.4,84,119.48,117588,37915,89.45,4848900,230.6,3.4,5.6,6.81,105.7587,96.3245,5.8,5.8,6.29,5.9,-23.4,-31.8,-14.6,-26.1,-7.7,-26.8,NA,96.2
"4/1/1996",137.1,76.1,160.9,66,17619601,68.3,104.5,81.5,84.8,80.2,87.7,89.4,84.2,118.33,136101,37987,89.37,5150091,230.65,3.26,5.42,6.67,105.0272,95.7797,5.7,5.7,6.2,5.8,-20.2,-26.3,-13.8,-21.4,-14.2,-25.4,NA,95.3
"5/1/1996",139.3,76.8,167.8,66.1,18403577,68.2,104,81.6,85,80.3,87.8,89.4,84.1,118.09,137892,38072,88.91,5242605,235.52,3.42,5.52,6.81,104.2178,95.211,5.7,5.7,6.17,5.8,-20.7,-28.3,-12.8,-26.8,-14.8,-24.5,NA,95.3
"6/1/1996",143.4,77.1,171.7,67.3,18918609,68.7,103.4,81.7,85.2,80.2,87.8,89.3,83.8,117.59,141286,38010,89.22,5264111,241.12,3.65,5.78,6.9,104.6222,95.7571,5.9,5.8,6.23,6,-21.7,-30.4,-12.6,-25.7,-17,-19.9,NA,95.1
"7/1/1996",138.8,76.3,169.2,67,18627360,67.9,103.7,81.7,85.3,80.1,87.6,89,83.5,116.78,135682,37999,88.74,5276532,233.2,3.53,5.61,6.71,105.7662,96.9613,5.9,5.8,6.12,6,-18.7,-27.7,-9.2,-24.1,-21.1,-22.3,NA,96.7
"8/1/1996",140,77.3,173,67.2,19013518,68.3,104,81.8,85.2,80.1,87.6,88.8,83.3,117.2,137238,37968,89.06,5222381,239.02,3.34,5.49,6.75,106.6124,97.9232,5.7,5.6,5.98,5.7,-16.9,-26.4,-6.7,-26.4,-5.4,-5.7,NA,97.6
"9/1/1996",141.5,77.9,167.9,67.1,18690796,70.1,104.8,81.9,85.2,80.4,87.7,89,83.8,116.81,137203,37924,89.33,5178965,247.11,3.23,5.24,6.45,105.8579,97.3383,5.5,5.5,5.72,5.6,-13.4,-22.8,-3.4,-23.5,-8.4,-8.8,NA,98.6
"10/1/1996",136.5,76.9,166.1,68,18406210,69.1,102.1,82.1,85.4,80.7,87.8,89.3,84.6,115.43,131660,37910,88.48,5115647,247.19,3.3,5.17,6.39,104.9701,96.7182,5.3,5.2,5.43,5.4,-10.9,-20.5,-0.9,-22.3,-10.3,-20,NA,99.7
"11/1/1996",136,78,163.9,67.5,18790925,70.2,103.6,82.1,85.4,80.8,87.8,89.2,84.6,116.44,130953,37924,88.58,5213801,259.3,3.28,4.88,6.1,105.0634,97.1362,5.2,5.2,5.38,5.3,-12.7,-22.3,-2.6,-23.9,-10,-19.7,NA,99.1
"12/1/1996",138.4,77.9,166.2,67.3,18791034,70.5,102.5,82.1,85.6,80.9,87.9,89.4,85.3,115.2,132776,37914,88.4,5177967,263.46,3.19,4.93,6.18,103.954,96.1092,5.1,5.1,5.25,5.2,-12.6,-21.8,-2.8,-23.4,-20.5,-16.4,NA,98.8
"1/1/1997",109.5,77,153.1,68.3,16095862,69,103.8,82.6,85.9,80.9,87.8,89.7,86,114.31,106703,37830,88.17,4748045,277.59,3.15,4.8,6.15,102.4568,94.6458,5.1,5,5.18,5.1,-12.5,-23.5,-0.8,-26.5,-14.4,-7.9,NA,101
"2/1/1997",126.4,78.1,169.8,68.4,17934961,69.5,102,82.7,86.1,81,87.8,89.8,86.4,114.5,122975,37873,88.81,4942857,295.55,3.31,4.66,5.79,100.6083,92.6395,4.9,4.8,4.99,4.9,-11,-19.9,-1.7,-29,-21.8,-11.6,NA,100.3
"3/1/1997",127.5,78.9,156,70.7,18500676,71,101.6,82.6,86,80.9,87.8,90,86.5,115.11,123892,37884,87.88,4993998,310.29,3.37,5.01,6.18,99.9368,92.0094,5.1,5,5.12,5.1,-10.8,-19.6,-1.6,-28.9,-13.6,-19.5,NA,100.9
"4/1/1997",129.1,78.6,150.7,71.4,18031392,70.4,103.3,82.6,86.1,81,87.9,90.1,86.3,113.48,125477,37920,87.82,4887910,311.46,3.31,4.91,6.12,99.4326,91.6803,5.1,5.1,5.19,5.2,-9.9,-17.5,-2,-22.5,-6.7,-6.1,NA,101.9
"5/1/1997",128.6,77.7,158.7,70.3,17949581,70.7,102.4,82.9,86.2,81.2,88.2,90.3,86.6,110.75,125276,37934,87.32,4895904,323.38,3.31,5.01,6.24,99.0511,91.5462,5,5,5.07,5.1,-8.8,-15.4,-1.9,-21.4,-6.7,-8.5,NA,102
"6/1/1997",130.2,80.7,157.5,71.6,17816748,72.5,103.7,83,86.3,81.2,88.2,90.5,86.7,114.14,126054,37938,87.9,4896375,342.39,3.21,4.75,5.96,97.722,90.4145,5,4.9,5.02,5,-8.5,-15.2,-1.4,-24.3,-15.4,-6.4,NA,102.4
"7/1/1997",131.1,81.6,154.2,71.5,17630252,73.9,101.9,83.3,87,81.4,88.4,90.7,87.6,115.3,126735,37969,87.49,4870111,390.13,3.39,4.78,5.76,95.0459,88.3309,4.9,4.8,4.92,4.9,-6,-12.7,0.8,-24,-13.7,-10.5,NA,103.1
"8/1/1997",127.6,78.9,157.8,72.1,17483829,72.3,99.6,83.6,87.1,81.7,88.5,91,88.3,111.89,123552,38007,87.42,4839653,350.31,3.53,5,5.93,94.2522,87.6892,5.1,5,5.13,5.1,-4.6,-11.4,2.3,-18.5,-2.4,5,NA,103.7
"9/1/1997",129.4,79.6,154.4,73.6,17393852,73.2,100.9,83.6,87.1,81.7,88.7,91,87.6,112.96,124716,37996,87.21,4819602,369.15,3.67,4.96,5.72,96.6411,90.3502,5.1,5.1,5.14,5.1,-1.8,-7.9,4.5,-16.1,-0.1,-6.7,NA,105
"10/1/1997",128.4,80.8,155.1,73.1,17523152,73.2,102.6,83.7,87.2,81.7,88.7,91.1,87.6,114.18,123672,38014,87.6,4751093,335.6,3.99,5.15,5.79,97.5993,91.802,5.3,5.2,5.41,5.3,-0.7,-5.5,4.3,-13.8,13.5,6.8,NA,106.4
"11/1/1997",127.1,81.1,149.4,72.5,17274122,74.4,101.3,83.8,87.4,81.7,88.7,91.2,87.4,113.75,122068,38008,88.61,4765555,350.22,4,5.09,5.7,98.6988,93.3093,5.3,5.3,5.56,5.3,0.2,-4.9,5.5,-15.3,7.6,5.8,NA,106
"12/1/1997",126.7,82,154.1,73.9,17040329,75.3,100.6,83.9,87.5,81.8,88.8,91.1,87.3,114.21,121758,37970,87.98,4775450,371.02,3.86,4.89,5.48,98.6875,93.6105,5.1,5.1,5.37,5.1,1.2,-2.9,5.4,-16.5,7.8,-2.2,NA,106.9
"1/1/1998",125,82.8,150.4,74.8,17534734,73.9,101.5,83.5,87.3,81.6,88.8,91.1,87.1,112.81,119270,38018,88.1,4760762,387.12,3.66,4.6,5.23,97.8766,93.5735,4.9,4.9,5.11,4.8,-0.7,-5.4,4.2,-14.6,8.4,4.1,NA,107.6
"2/1/1998",122.4,82.6,156.9,74.2,17425047,74.6,102.4,83.6,87.4,81.6,88.9,91,86.5,114.01,116657,38074,88.61,4795559,410.88,3.67,4.53,5.09,97.2841,92.9056,4.7,4.8,4.96,4.7,0.1,-1.9,2.1,-19.6,6.6,18.4,NA,106.7
"3/1/1998",126.1,83.7,158.2,75.7,20189261,75.9,104.6,83.6,87.4,81.6,88.9,91,86.1,113.91,119332,38156,88.12,4702328,442.15,3.79,4.62,5.06,96.4,92.1741,4.7,4.7,4.92,4.7,1.2,0.1,2.4,-3.7,14.1,22.1,NA,108.4
"4/1/1998",122.4,82.9,158,75.5,16417575,74.8,101.3,83.7,87.5,81.3,88.7,90.9,85.7,114.02,115619,38235,88.85,4707193,444.55,3.91,4.8,5.25,96.8955,92.7051,4.8,4.8,4.99,4.7,1.3,-0.3,2.8,-2.5,13.5,14.4,NA,108.7
"5/1/1998",124.6,83.3,155,74.4,16215608,75.6,102.2,84.1,87.7,81.3,88.7,90.7,85.1,113.72,117460,38302,89.12,4576113,477.84,3.75,4.6,5.07,99.3484,95.2417,4.8,4.8,5.45,4.8,-0.1,-2.2,1.9,4,15.7,3.6,NA,108.2
"6/1/1998",125.6,82.8,156.7,74.5,16396570,76.4,100.7,84.1,87.8,81.2,88.7,90.6,84.7,113.47,118386,38359,89.57,4555741,497.5,3.81,4.47,5,99.1376,95.5009,4.7,4.7,5.35,4.6,-1.4,-3.4,0.6,10.5,17.1,16.1,NA,108.7
