"date","ConstrProd","IP","ConstrNO","INO","ConstrTurn","ITurn","RetTurn","CPI","CPIEN","PPI","PPIEN","EPI","IPI","HW","ConstrHW","Empl","GWMan","GWConstr","CDAX","Bond1","Bond5","Bond10","EERN","EERB","TotalDebt","BankDebt","CorpDebt","PublicDebt","ifoIndTradeClimate","ifoIndTradeCurrent","ifoIndTradeExp","GfKBCE","GfKIE","GfKWtB","GfKCCI","ESI"
"Transform:",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2
"1/1/1991",126.4,84.5,146.5,73,13331707,69.1,NA,68.6,71.1,77.6,83,86.3,86.1,172.53,149414,39158,92.06,4051053,152.63,8.97,8.98,8.61,NA,NA,9.1,9.2,9.35,9.1,9.9,18.1,2.1,NA,NA,NA,NA,106.5
"2/1/1991",101.5,83.5,148,69.8,12511694,67.9,NA,68.7,71.4,77.7,83.1,86.2,85.4,171.7,120719,39047,92.47,3517448,165.33,8.69,8.57,8.31,NA,NA,8.7,8.8,9.07,8.6,10.2,20.1,0.8,NA,NA,NA,NA,104
"3/1/1991",117.4,83,154.2,71,13045770,68,NA,68.7,71.6,77.6,83.3,86.3,85.8,169.54,136209,38923,92.41,4149842,163.26,8.77,8.71,8.47,NA,NA,8.6,8.7,8.74,8.5,7.3,14.3,0.5,NA,NA,NA,NA,100.1
"4/1/1991",116.3,82.3,152.3,69.3,13488455,67.7,NA,69.1,71.9,78.2,83.6,86.7,86.7,166.58,134043,38913,93.33,4232233,173.2,8.87,8.63,8.24,NA,NA,8.6,8.7,8.71,8.5,7.4,12.6,2.3,NA,NA,NA,NA,100.4
"5/1/1991",114.9,81,155.8,68.8,13850032,67.5,NA,69.2,72.1,78.3,83.6,86.6,86.6,165.18,132509,38875,96.23,4221686,179.18,8.69,8.47,8.19,NA,NA,8.6,8.7,8.66,8.5,4.9,7.5,2.3,NA,NA,NA,NA,100.5
"6/1/1991",115.1,84.4,159.2,69.9,13965010,68.9,NA,69.7,72.3,78.4,83.8,86.7,86.9,165.87,131373,38756,97.14,4260528,174.69,8.85,8.73,8.41,NA,NA,8.6,8.7,8.58,8.5,4.8,9.9,-0.1,NA,NA,NA,NA,100.2
"7/1/1991",116.1,82.1,158.3,68.2,14161755,67.8,NA,70.3,72.8,79,84,86.9,87,163.57,132373,38631,94.45,4245137,171.58,9.11,8.97,8.61,NA,NA,8.9,9,9.28,8.8,3.5,7.3,-0.3,NA,NA,NA,NA,95.7
"8/1/1991",115.2,80.8,163.4,71.9,13990874,67,NA,70.6,73,79,84.1,86.8,86.7,161.61,131059,38483,94.99,4219847,173.62,8.84,8.75,8.31,NA,NA,8.9,9.1,9.02,8.8,2.3,4.6,0.1,NA,NA,NA,NA,94.3
"9/1/1991",116.6,80.5,172.9,68.3,14178924,67.4,NA,70.7,73,79.3,84.2,86.8,86,161.3,132153,38430,94.4,4326937,168.73,8.84,8.75,8.26,NA,NA,8.8,8.9,8.94,8.7,2,4.2,-0.1,NA,NA,NA,NA,94.8
"10/1/1991",117.8,81.8,162.5,69.7,14247194,68.9,NA,72,74.4,79.2,84.3,86.8,86.1,159.71,132803,38448,94.56,4419261,165,9.05,8.73,8.23,NA,NA,8.7,8.9,8.91,8.6,2.7,4.5,0.9,NA,NA,NA,NA,95.8
"11/1/1991",119.9,82.6,163.5,70.9,14709589,70.5,NA,72.3,74.6,79.3,84.3,86.8,85.8,160.16,135269,38457,94.39,4495558,163.01,9.07,8.68,8.12,NA,NA,8.7,8.9,8.91,8.6,2.7,3.8,1.6,NA,NA,NA,NA,94.6
"12/1/1991",120.5,82.7,155.2,71.7,14208044,68.9,NA,72.3,74.7,79.3,84.3,86.7,84.8,157.16,135989,38425,94.43,4338867,161.59,9.01,8.46,7.91,NA,NA,8.7,8.8,8.88,8.5,0.5,2.2,-1.1,NA,NA,NA,NA,95.2
"1/1/1992",125.2,83.7,166.5,71,14896103,69.7,NA,72.5,75.2,78.9,84.4,86.9,84.5,158.79,140845,38396,94.89,4386192,170.16,8.83,8.08,7.7,NA,NA,8.3,8.5,8.84,8.1,-2.7,-2.5,-2.9,7.9,11.5,-23.4,NA,94
"2/1/1992",133,85.1,177.6,71.2,16245220,70.3,NA,72.7,75.4,79.3,84.6,87.1,84.8,158.65,148916,38358,95.97,4647689,177.4,8.79,8.05,7.65,NA,NA,8.2,8.3,8.59,8.1,-3.4,-1.4,-5.3,6.8,10,-20.9,NA,93.2
"3/1/1992",128.8,82.7,171.3,70.6,16366926,69.3,NA,73,75.7,79.5,85,87.1,85.1,157.2,144789,38339,95.53,4713480,174.46,9,8.28,7.73,NA,NA,8.2,8.3,8.61,8.1,-6.4,-7.4,-5.4,-3.2,-0.4,-32.2,NA,90.6
"4/1/1992",126.7,82.6,168.8,68.5,15991663,69.5,NA,73.4,76,79.8,85.2,87.4,85,155.63,141105,38322,95.88,4493481,175.57,8.95,8.29,7.85,NA,NA,8.3,8.5,8.71,8.2,-7.5,-8.3,-6.7,-10.5,-3.6,-31.1,NA,88.6
"5/1/1992",128,82,166,67,16134051,69.1,NA,73.6,76.1,79.7,85.4,87.4,84.9,154.73,141816,38291,95.73,4790591,181.3,8.99,8.22,7.82,NA,NA,8.4,8.6,8.86,8.3,-8,-10.2,-5.7,-12.7,-7.4,-39.9,NA,87.5
"6/1/1992",126.7,80.8,170.3,65.5,15952165,68.4,NA,73.8,76.6,80,85.6,87.4,84.6,152.36,139848,38253,96.71,4754471,175.51,9.08,8.34,7.92,NA,NA,8.4,8.6,9.14,8.3,-9.7,-12.4,-7,-8.5,-1.8,-40.3,NA,88.7
"7/1/1992",123.2,79.2,161.7,64,15754642,67,NA,73.9,76.7,79.8,85.6,87.3,84,150.12,135563,38193,98.66,4790914,161.84,9.31,8.47,7.96,NA,NA,8.5,8.7,9.25,8.3,-11.5,-15.7,-7.3,-2,2.1,-31,NA,89.1
"8/1/1992",127.5,79.6,161.6,64.7,16465910,67.2,NA,74,76.7,79.8,85.7,87.2,83.4,151.09,139762,38118,97.06,4727595,152.65,9.47,8.32,7.87,NA,NA,8.6,8.8,9.34,8.4,-18.2,-18.6,-17.8,-1.1,4.9,-19.6,NA,85.3
"9/1/1992",127.2,78.8,164,65.1,16263628,67.9,NA,74.1,76.9,79.7,85.7,87.1,82.9,148.92,138997,38051,96.54,4817918,146.68,8.29,7.77,7.46,NA,NA,8.2,8.4,9.03,8,-19.1,-18.9,-19.2,-11.7,-4.9,-30,NA,82.2
"10/1/1992",125.1,78.7,166.8,61.4,16247888,66.7,NA,74.5,77.3,79.6,85.5,87,83,148.24,136024,37997,96.01,4789403,148.54,7.72,7.26,7.24,NA,NA,7.6,7.8,8.5,7.4,-25.3,-23.6,-27,-13.8,-6.1,-31.5,NA,78.2
"11/1/1992",127.7,77.5,166.5,62,16370602,66.3,NA,74.7,77.5,79.7,85.6,87.1,83.3,146.04,138449,37956,95.91,5136626,151.53,7.6,7.21,7.17,NA,NA,7.4,7.6,8.25,7.3,-28.2,-27.9,-28.5,-24.4,-11.5,-20.3,NA,74.2
"12/1/1992",137,76.2,184.4,63.4,19103306,67.2,NA,74.7,77.6,79.7,85.6,87.1,83.2,144.64,147767,37919,95.2,4934713,151.26,7.58,6.96,7.06,NA,NA,7.4,7.5,7.86,7.3,-26,-26,-26.1,-28.3,-19.6,-18.3,NA,74.8
"1/1/1993",128.1,75.4,174.4,62.3,16901708,63.9,NA,75.8,78.7,79.6,85.6,87.1,83,142.69,138682,37921,93.68,4790642,154.62,7.32,6.84,6.96,100.0106,74.6656,7.1,7.2,7.47,7,-27.7,-33.3,-21.9,-31.5,-21.2,-37.7,NA,74.7
"2/1/1993",128.1,74.3,168.1,60.5,15724043,63.8,NA,76.2,79.1,79.8,85.6,87.1,83.1,139.07,138039,37903,92.52,4884525,164.32,6.81,6.32,6.69,99.3728,74.8543,6.9,7,7.4,6.8,-31.3,-37.9,-24.3,-31,-17.1,-39.3,NA,74.7
"3/1/1993",132.8,74.3,175,59.2,16523832,63.7,NA,76.3,79.3,79.8,85.5,87.1,83.2,138.31,143244,37846,91.73,5016795,167.11,6.55,6.32,6.75,98.2208,74.6934,6.5,6.6,7.04,6.4,-28.5,-37.9,-18.4,-33.2,-23,-39.7,NA,73.9
"4/1/1993",132.4,73.7,172.5,59.4,16915415,63.7,NA,76.7,79.7,79.6,85.6,87.1,82.6,137.29,142603,37775,92.26,5023283,163.54,6.75,6.45,6.82,99.0217,76.2711,6.6,6.7,7,6.5,-28.7,-36.3,-20.7,-25.1,-11.4,-30.1,NA,74.9
"5/1/1993",133.1,73.7,168.6,60.7,16915450,62.7,NA,76.7,79.8,79.6,85.4,87.1,82.4,135.99,143088,37706,91.28,5061428,164.56,6.66,6.5,6.89,98.7281,76.7335,6.7,6.8,7.06,6.6,-30.2,-39.2,-20.8,-26.6,-8.4,-32.3,NA,75.1
"6/1/1993",131.4,73.2,169.1,59.8,17040309,62.5,NA,77.1,80.1,79.6,85.4,87.2,82.7,134.23,141304,37663,91.45,5103493,168.64,6.59,6.33,6.73,97.0918,76.1411,6.7,6.8,7.15,6.6,-28.6,-39.5,-16.9,-26.8,-17.7,-38.4,NA,75.8
"7/1/1993",129.3,71.5,177.4,60.5,17042539,62,NA,77.2,80.3,79.7,85.6,87.4,83.4,133.57,139431,37640,92.68,5105914,178.74,6.29,6.17,6.59,94.3713,74.2389,6.5,6.6,7.06,6.4,-27.4,-39.6,-14.3,-24.9,-20.6,-38.1,NA,74.3
"8/1/1993",134.8,74.7,175.7,60.2,17068583,64,NA,77.4,80.6,79.7,85.6,87.3,83.1,135.04,144456,37609,91.33,5106776,191.32,5.96,5.89,6.25,93.9615,74.1853,6.3,6.4,6.73,6.2,-23.7,-35.7,-10.8,-21.9,-19.4,-29,NA,77.6
"9/1/1993",133,74.3,170.6,62.6,17147222,63.7,NA,77.4,80.7,79.4,85.4,87.1,82.1,132.97,142769,37598,91.39,5156217,188.41,5.93,5.77,6.24,96.809,76.9013,6.1,6.1,6.64,6,-23.6,-35.9,-10.2,-17.9,-19.2,-25.4,NA,78.8
"10/1/1993",134.6,74.3,187.2,61.9,17354138,63.3,NA,77.7,80.9,79.4,85.3,87.2,82.2,132.82,144384,37563,91.41,5188286,203.69,5.66,5.47,6.02,96.4323,77.2096,5.9,6,6.41,5.8,-22.8,-36.5,-8,-23.7,-23.2,-28.8,NA,77.8
"11/1/1993",125.5,73.6,186.6,61.9,17040514,63,NA,77.8,81,79.5,85.4,87.3,82.6,131.3,134557,37539,90.59,5330572,202.97,5.38,5.35,6,94.6694,76.1756,5.7,5.8,6.32,5.6,-21.3,-33.3,-8.5,-26.5,-25.6,-27.1,NA,80.1
