"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",84.69,84.77,94.85
"6/1/1991",84.31,85.86,95.25
"9/1/1991",83.82,83.77,95.92
"12/1/1991",85.05,86.22,98.44
"3/1/1992",86.43,87.65,101.5
"6/1/1992",85.72,86.58,100.6
"9/1/1992",85.4,86.42,98.19
"12/1/1992",85.38,89.84,98.34
"3/1/1993",84.62,87.38,96.21
"6/1/1993",84.6,87.49,95.07
"9/1/1993",85.2,88.6,95.62
"12/1/1993",85.04,89.1,94.36
"3/1/1994",86.23,89.76,97.62
"6/1/1994",86.5,88.79,99.07
"9/1/1994",87.17,89.35,99.62
"12/1/1994",88.15,90.77,101.75
"3/1/1995",87.86,90.56,99.09
"6/1/1995",88.68,91.81,100.94
"9/1/1995",88.89,91.65,99.66
"12/1/1995",88.79,91.66,98.72
"3/1/1996",87.97,91.88,93.5
"6/1/1996",89.26,92.34,101.26
"9/1/1996",89.82,92.65,100.88
"12/1/1996",90.09,92.65,101.1
"3/1/1997",89.59,92.96,97.76
"6/1/1997",90.89,93.49,100.36
"9/1/1997",91.22,92.82,100.58
"12/1/1997",91.82,93.53,101.5
"3/1/1998",92.51,93.93,103.91
"6/1/1998",92.14,93.43,102.76
"9/1/1998",92.47,94.35,104.23
"12/1/1998",92.4,95.34,103.44
"3/1/1999",93.13,95.97,105.96
"6/1/1999",93.23,95.92,107.22
"9/1/1999",94.3,96.22,109.62
"12/1/1999",95.33,97.82,108.99
"3/1/2000",96.38,97.78,111.48
"6/1/2000",97.41,98.76,111.19
"9/1/2000",97.32,99,112.17
"12/1/2000",97.26,98.41,111.09
"3/1/2001",98.71,99.78,111.19
"6/1/2001",98.82,100.08,108.83
"9/1/2001",98.51,100.07,106.89
"12/1/2001",98.71,99.45,105.61
"3/1/2002",98.35,99.11,103.4
"6/1/2002",98.66,98.97,101.12
"9/1/2002",99.01,99.2,100.94
"12/1/2002",98.82,99.77,100.45
"3/1/2003",98.05,99.79,100.28
"6/1/2003",97.99,99.64,100.05
"9/1/2003",98.45,99.36,100.36
"12/1/2003",98.83,99.5,100.24
"3/1/2004",98.86,99.71,99.5
"6/1/2004",99.17,99.51,98.71
"9/1/2004",99.02,99.55,99.21
"12/1/2004",99.02,100.06,98.53
"3/1/2005",98.9,99.59,97.57
"6/1/2005",99.55,99.89,99.13
"9/1/2005",100.33,100.16,100.22
"12/1/2005",100.59,100.02,103.09
"3/1/2006",101.76,100.8,102.83
"6/1/2006",103.3,101.25,109.27
"9/1/2006",104.29,101.19,109.95
"12/1/2006",105.56,102.67,113.5
"3/1/2007",106.25,100.34,114.22
"6/1/2007",106.87,101.49,112.65
"9/1/2007",107.8,101.78,113.42
"12/1/2007",108.07,101.63,117.04
"3/1/2008",109.23,101.73,117.87
"6/1/2008",108.81,101.86,114.88
"9/1/2008",108.38,102.01,115.25
"12/1/2008",106.03,101.66,113.76
"3/1/2009",101.78,101.9,103.11
"6/1/2009",102.1,102.38,101.64
"9/1/2009",102.93,101.69,102.29
"12/1/2009",103.68,101.48,102.25
"3/1/2010",104.21,101.43,102.43
"6/1/2010",106.24,102.29,108.29
"9/1/2010",107.08,102.72,109.98
"12/1/2010",107.59,103.28,109.79
"3/1/2011",109.04,103.66,114.73
"6/1/2011",109.17,102.98,115.03
"9/1/2011",NA,NA,NA
