"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",84.69,84.81,94.43
"6/1/1991",84.32,85.86,94.85
"9/1/1991",83.82,83.77,95.51
"12/1/1991",85.06,86.17,98.05
"3/1/1992",86.42,87.71,101.07
"6/1/1992",85.74,86.58,100.17
"9/1/1992",85.4,86.44,97.77
"12/1/1992",85.39,89.8,97.89
"3/1/1993",84.59,87.44,95.82
"6/1/1993",84.62,87.46,94.66
"9/1/1993",85.21,88.62,95.22
"12/1/1993",85.06,89.05,93.94
"3/1/1994",86.21,89.83,97.22
"6/1/1994",86.52,88.81,98.65
"9/1/1994",87.17,89.36,99.19
"12/1/1994",88.18,90.77,101.3
"3/1/1995",87.85,90.64,98.68
"6/1/1995",88.7,91.8,100.51
"9/1/1995",88.89,91.68,99.24
"12/1/1995",88.81,91.68,98.32
"3/1/1996",87.95,91.82,93.1
"6/1/1996",89.29,92.33,100.82
"9/1/1996",89.82,92.7,100.46
"12/1/1996",90.1,92.64,100.69
"3/1/1997",89.57,92.99,97.32
"6/1/1997",90.89,93.47,99.93
"9/1/1997",91.22,92.9,100.15
"12/1/1997",91.83,93.48,101.07
"3/1/1998",92.5,93.97,103.47
"6/1/1998",92.16,93.41,102.33
"9/1/1998",92.48,94.44,103.78
"12/1/1998",92.42,95.29,102.98
"3/1/1999",93.11,96.01,105.54
"6/1/1999",93.25,95.9,106.76
"9/1/1999",94.31,96.32,109.17
"12/1/1999",95.33,97.59,108.51
"3/1/2000",96.36,97.7,111.03
"6/1/2000",97.43,98.74,110.72
"9/1/2000",97.33,99.07,111.69
"12/1/2000",97.27,98.43,110.64
"3/1/2001",98.7,99.8,110.73
"6/1/2001",98.83,100.08,108.38
"9/1/2001",98.52,100.13,106.43
"12/1/2001",98.71,99.47,105.18
"3/1/2002",98.36,99.13,102.96
"6/1/2002",98.65,98.98,100.71
"9/1/2002",99.03,99.2,100.51
"12/1/2002",98.84,99.82,100.03
"3/1/2003",98.07,99.85,99.85
"6/1/2003",97.98,99.64,99.65
"9/1/2003",98.45,99.35,99.94
"12/1/2003",98.84,99.51,99.8
"3/1/2004",98.85,99.65,99.09
"6/1/2004",99.17,99.5,98.32
"9/1/2004",99.02,99.53,98.79
"12/1/2004",99.03,99.91,98.04
"3/1/2005",98.91,99.66,97.18
"6/1/2005",99.55,99.87,98.76
"9/1/2005",100.32,100.14,99.79
"12/1/2005",100.64,100.06,102.57
"3/1/2006",101.78,100.87,102.44
"6/1/2006",103.28,101.22,108.87
"9/1/2006",104.28,101.17,109.47
"12/1/2006",105.62,102.72,112.95
"3/1/2007",106.28,100.43,113.79
"6/1/2007",106.84,101.44,112.29
"9/1/2007",107.76,101.75,112.9
"12/1/2007",108.15,101.68,116.44
"3/1/2008",109.24,101.86,116.99
"6/1/2008",108.76,101.95,114.14
"9/1/2008",108.33,102.09,114.27
"12/1/2008",106.13,101.98,112.69
"3/1/2009",101.8,102.51,102.33
"6/1/2009",102.05,102.7,100.57
"9/1/2009",102.86,101.83,101.14
"12/1/2009",103.8,102.06,101.22
"3/1/2010",104.49,102.25,101.84
"6/1/2010",106.8,103.02,107.99
"9/1/2010",107.55,103.34,109.48
"12/1/2010",108.2,103.93,108.51
"3/1/2011",109.53,104.67,113.12
"6/1/2011",110.03,104.13,113.38
"9/1/2011",110.43,105.5,113.8
"12/1/2011",110.27,105.19,114.72
"3/1/2012",110.83,105.35,113.6
"6/1/2012",111.13,105.53,111.47
"9/1/2012",111.39,105.53,111.07
"12/1/2012",110.73,105.61,110.28
