"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",79.44,81.72,87.35
"6/1/1991",79.12,82.61,87.8
"9/1/1991",78.72,80.3,88.77
"12/1/1991",79.73,82.39,91.19
"3/1/1992",81.02,83.84,93.17
"6/1/1992",80.47,83.42,92.44
"9/1/1992",80.25,83.53,90.54
"12/1/1992",80.07,85.98,90.44
"3/1/1993",79.36,84.18,88.58
"6/1/1993",79.41,84.22,87.44
"9/1/1993",79.97,84.96,88.07
"12/1/1993",79.9,85.93,86.77
"3/1/1994",80.9,86.15,89.5
"6/1/1994",81.18,85.82,90.59
"9/1/1994",81.79,86.59,91.01
"12/1/1994",82.85,87.15,92.96
"3/1/1995",82.5,87.47,90.71
"6/1/1995",83.21,88.54,92.26
"9/1/1995",83.48,88.51,91.28
"12/1/1995",83.45,88.4,90.67
"3/1/1996",82.61,88.77,85.78
"6/1/1996",83.79,89.14,92.64
"9/1/1996",84.31,89.45,92.54
"12/1/1996",84.78,89.57,92.73
"3/1/1997",84.25,89.9,89.81
"6/1/1997",85.45,90.34,91.85
"9/1/1997",85.78,89.62,91.96
"12/1/1997",86.39,90.4,92.72
"3/1/1998",87.08,90.86,95.17
"6/1/1998",86.81,90.36,93.97
"9/1/1998",87.04,91.23,95.18
"12/1/1998",87.01,91.95,94.66
"3/1/1999",87.72,93.04,97.36
"6/1/1999",87.9,92.88,98.22
"9/1/1999",88.82,93.17,100.1
"12/1/1999",89.93,94.2,99.78
"3/1/2000",90.78,94.7,101.64
"6/1/2000",91.7,95.71,101.46
"9/1/2000",91.56,95.93,102.37
"12/1/2000",91.63,95.16,101.63
"3/1/2001",93.14,96.93,101.99
"6/1/2001",93.22,97.06,100.1
"9/1/2001",92.94,97.32,98.46
"12/1/2001",93.07,96.59,97.41
"3/1/2002",92.76,95.95,95.55
"6/1/2002",93.01,95.87,93.53
"9/1/2002",93.44,96.37,93.18
"12/1/2002",93.25,96.9,92.64
"3/1/2003",92.11,96.44,92.71
"6/1/2003",92.14,96.45,92.37
"9/1/2003",92.6,96.42,92.45
"12/1/2003",92.94,96.37,92.25
"3/1/2004",92.92,96.92,92.21
"6/1/2004",93.24,96.67,91.29
"9/1/2004",93.06,96.49,91.79
"12/1/2004",93.15,97.18,91.13
"3/1/2005",92.97,97.24,90.1
"6/1/2005",93.6,97.26,91.71
"9/1/2005",94.35,97.38,92.98
"12/1/2005",94.71,97.51,95.2
"3/1/2006",95.6,98.23,94.7
"6/1/2006",97.11,98.59,100.24
"9/1/2006",98.09,98.59,100.95
"12/1/2006",99.38,100.09,104.14
"3/1/2007",99.8,98.17,103.92
"6/1/2007",100.52,99.03,103.19
"9/1/2007",101.37,99.2,103.75
"12/1/2007",101.66,99.19,106.43
"3/1/2008",102.54,99.35,107.02
"6/1/2008",102.28,99.35,104.97
"9/1/2008",101.9,99.43,105.24
"12/1/2008",99.92,99.5,103.77
"3/1/2009",95.44,100.12,94.56
"6/1/2009",95.52,100.23,94.49
"9/1/2009",96.09,98.97,94.99
"12/1/2009",96.95,99.34,94.72
"3/1/2010",97.69,99.28,94.76
"6/1/2010",99.7,99.89,100.49
"9/1/2010",100.48,99.85,101.83
"12/1/2010",101.3,100.72,100.82
"3/1/2011",103.15,101.16,105.82
"6/1/2011",103.32,100.53,106.6
"9/1/2011",103.79,101.57,107.48
"12/1/2011",103.77,101.82,107.24
"3/1/2012",104.17,102.31,107.36
"6/1/2012",104.26,102.6,106.6
"9/1/2012",104.47,102.73,106.95
"12/1/2012",103.97,102.77,105.95
"3/1/2013",103.79,102.88,102.3
"6/1/2013",104.74,103.56,105.72
"9/1/2013",105.21,104,106.37
"12/1/2013",105.6,103.68,107.97
"3/1/2014",106.23,103.97,110.31
"6/1/2014",106.12,104.15,109.06
"9/1/2014",106.42,104.59,108.12
"12/1/2014",107.26,105.39,109.29
"3/1/2015",107.44,105.78,109.89
"6/1/2015",108,106.25,109.95
"9/1/2015",108.26,106.84,110.05
"12/1/2015",108.65,107.22,111.88
"3/1/2016",109.42,107.59,113.73
"6/1/2016",109.87,107.82,112.05
"9/1/2016",NA,NA,NA
