"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",79.45,81.72,87.41
"6/1/1991",79.12,82.61,87.79
"9/1/1991",78.73,80.29,88.78
"12/1/1991",79.73,82.41,91.24
"3/1/1992",81.01,83.83,93.18
"6/1/1992",80.48,83.41,92.46
"9/1/1992",80.25,83.53,90.54
"12/1/1992",80.08,85.98,90.44
"3/1/1993",79.34,84.17,88.59
"6/1/1993",79.41,84.22,87.44
"9/1/1993",79.98,84.97,88.07
"12/1/1993",79.92,85.93,86.75
"3/1/1994",80.89,86.21,89.48
"6/1/1994",81.17,85.77,90.61
"9/1/1994",81.8,86.6,91
"12/1/1994",82.86,87.14,92.95
"3/1/1995",82.48,87.44,90.67
"6/1/1995",83.21,88.56,92.27
"9/1/1995",83.49,88.53,91.3
"12/1/1995",83.45,88.44,90.65
"3/1/1996",82.6,88.73,85.76
"6/1/1996",83.8,89.18,92.65
"9/1/1996",84.32,89.45,92.54
"12/1/1996",84.78,89.61,92.76
"3/1/1997",84.27,89.88,89.91
"6/1/1997",85.45,90.35,91.84
"9/1/1997",85.79,89.58,91.95
"12/1/1997",86.39,90.45,92.74
"3/1/1998",87.08,90.82,95.19
"6/1/1998",86.82,90.39,93.98
"9/1/1998",87.04,91.16,95.18
"12/1/1998",87.01,92.05,94.63
"3/1/1999",87.71,93,97.37
"6/1/1999",87.91,92.9,98.21
"9/1/1999",88.81,93.07,100.1
"12/1/1999",89.93,94.27,99.73
"3/1/2000",90.76,94.67,101.59
"6/1/2000",91.7,95.73,101.47
"9/1/2000",91.57,95.83,102.38
"12/1/2000",91.64,95.31,101.64
"3/1/2001",93.13,96.92,101.96
"6/1/2001",93.23,97.1,100.12
"9/1/2001",92.95,97.24,98.48
"12/1/2001",93.06,96.71,97.44
"3/1/2002",92.78,95.98,95.59
"6/1/2002",93.01,95.83,93.53
"9/1/2002",93.44,96.36,93.19
"12/1/2002",93.24,96.97,92.67
"3/1/2003",92.12,96.42,92.73
"6/1/2003",92.14,96.44,92.38
"9/1/2003",92.59,96.42,92.45
"12/1/2003",92.93,96.38,92.28
"3/1/2004",92.91,96.88,92.2
"6/1/2004",93.24,96.65,91.29
"9/1/2004",93.06,96.52,91.78
"12/1/2004",93.15,97.15,91.1
"3/1/2005",92.98,97.24,90.14
"6/1/2005",93.58,97.23,91.68
"9/1/2005",94.34,97.41,92.98
"12/1/2005",94.71,97.5,95.18
"3/1/2006",95.59,98.21,94.66
"6/1/2006",97.13,98.57,100.26
"9/1/2006",98.1,98.62,100.97
"12/1/2006",99.39,100.26,104.15
"3/1/2007",99.79,98.17,103.89
"6/1/2007",100.52,99.02,103.2
"9/1/2007",101.37,99.23,103.76
"12/1/2007",101.67,99.34,106.45
"3/1/2008",102.55,99.35,107.04
"6/1/2008",102.25,99.31,104.96
"9/1/2008",101.9,99.47,105.25
"12/1/2008",99.93,99.39,103.78
"3/1/2009",95.44,100.09,94.56
"6/1/2009",95.51,100.2,94.5
"9/1/2009",96.1,99.04,95.01
"12/1/2009",96.97,99.26,94.7
"3/1/2010",97.66,99.24,94.77
"6/1/2010",99.67,99.84,100.47
"9/1/2010",100.49,99.95,101.87
"12/1/2010",101.32,100.56,100.78
"3/1/2011",103.09,101.12,105.85
"6/1/2011",103.29,100.49,106.56
"9/1/2011",103.8,101.63,107.53
"12/1/2011",103.81,101.75,107.21
"3/1/2012",104.09,102.3,107.36
"6/1/2012",104.22,102.56,106.53
"9/1/2012",104.52,102.79,107.01
"12/1/2012",104.02,102.97,105.97
"3/1/2013",103.73,102.76,102.32
"6/1/2013",104.69,103.41,105.56
"9/1/2013",105.28,103.96,106.02
"12/1/2013",105.68,103.64,108.04
"3/1/2014",106.73,103.91,110.41
"6/1/2014",106.67,104.06,109.09
"9/1/2014",107.04,104.79,108.58
"12/1/2014",108.07,105.4,110.16
"3/1/2015",107.92,105.37,109.56
"6/1/2015",108.56,105.76,109.62
"9/1/2015",108.89,106.47,110.44
"12/1/2015",109.49,107.11,113.21
"3/1/2016",110.49,107.74,114.92
"6/1/2016",110.98,107.81,113.67
"9/1/2016",111.17,108.16,114.43
"12/1/2016",111.6,108.87,114.71
"3/1/2017",112.84,109.63,117.01
"6/1/2017",113.46,110.47,118.56
"9/1/2017",114.12,110.55,119.03
"12/1/2017",114.73,110.78,119.42
"3/1/2018",115.15,111.36,121.12
"6/1/2018",115.67,111.7,121.69
