"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",86,84.12,84.3
"6/1/1991",85.3,85.28,84.77
"9/1/1991",84.89,82.95,85.47
"12/1/1991",86.12,85.54,87.57
"3/1/1992",87.79,86.41,90.42
"6/1/1992",86.97,86.23,89.66
"9/1/1992",86.98,86.2,87.44
"12/1/1992",86.99,89.28,87.64
"3/1/1993",86.02,86.91,85.61
"6/1/1993",86.13,87.11,84.64
"9/1/1993",86.78,87.83,85.15
"12/1/1993",86.97,89.42,84.15
"3/1/1994",88.03,89.01,86.89
"6/1/1994",88.33,88.79,88.22
"9/1/1994",89.07,89.56,88.78
"12/1/1994",89.78,90.48,90.89
"3/1/1995",89.85,90.33,88.38
"6/1/1995",90.72,91.99,89.97
"9/1/1995",90.86,91.89,88.84
"12/1/1995",90.8,91.94,87.91
"3/1/1996",90.13,92.12,83.35
"6/1/1996",91.51,92.66,90.3
"9/1/1996",91.96,92.94,89.86
"12/1/1996",92.39,93.13,89.93
"3/1/1997",91.96,93.5,87.05
"6/1/1997",93.13,93.93,89.28
"9/1/1997",93.47,93.04,89.66
"12/1/1997",94.19,93.81,90.4
"3/1/1998",95.1,94.35,92.62
"6/1/1998",94.66,94.13,91.65
"9/1/1998",94.98,94.96,92.85
"12/1/1998",94.8,95.98,92.21
"3/1/1999",95.82,97.09,94.54
"6/1/1999",95.78,97,95.71
"9/1/1999",97.01,97.44,97.87
"12/1/1999",98.06,98.91,97.63
"3/1/2000",99.19,98.99,100.01
"6/1/2000",100.3,100.53,99.68
"9/1/2000",100.26,100.42,100.62
"12/1/2000",100.33,100.13,99.69
"3/1/2001",101.36,101.46,99.39
"6/1/2001",101.42,102.18,97.2
"9/1/2001",101.26,102.48,95.49
"12/1/2001",101.5,101.67,94.33
"3/1/2002",101.09,100.73,92.46
"6/1/2002",101.3,101,90.31
"9/1/2002",101.7,101.45,90.19
"12/1/2002",101.52,101.44,89.69
"3/1/2003",100.92,101.12,90.22
"6/1/2003",100.76,101.43,90.27
"9/1/2003",101.27,101.44,90.57
"12/1/2003",101.71,101.14,90.48
"3/1/2004",101.9,101.08,89.61
"6/1/2004",101.98,100.82,88.82
"9/1/2004",101.83,100.73,89.43
"12/1/2004",101.93,101.79,89.02
"3/1/2005",101.92,101.36,87.82
"6/1/2005",102.54,101.27,89.14
"9/1/2005",103.25,101.9,90.4
"12/1/2005",103.63,101.55,93.39
"3/1/2006",104.5,102.27,92.43
"6/1/2006",106.13,102.52,98.41
"9/1/2006",107.05,102.89,98.99
"12/1/2006",108.34,104.34,102.25
"3/1/2007",108.66,102.16,102.66
"6/1/2007",109.05,102.75,101.37
"9/1/2007",109.87,103.34,101.99
"12/1/2007",110.29,102.98,105.28
"3/1/2008",111.55,103.77,106.96
"6/1/2008",110.85,102.99,103.95
"9/1/2008",110.41,103.62,104.38
"12/1/2008",108.15,103.3,103.25
"3/1/2009",104.14,103.55,94.5
"6/1/2009",104.71,104.08,93.54
"9/1/2009",105.5,102.98,94.32
"12/1/2009",106.02,102.74,94.42
"3/1/2010",106.56,102.86,94.83
"6/1/2010",108.81,103.59,100.14
"9/1/2010",109.66,103.95,101.69
"12/1/2010",110.06,104.61,101.6
"3/1/2011",111.71,105.02,106.72
