"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",79.54,84.77,94.47
"6/1/1991",79.19,85.88,94.82
"9/1/1991",78.82,83.76,95.5
"12/1/1991",79.78,86.18,98.11
"3/1/1992",81.12,87.66,101.04
"6/1/1992",80.55,86.6,100.18
"9/1/1992",80.34,86.43,97.76
"12/1/1992",80.13,89.81,97.85
"3/1/1993",79.47,87.39,95.82
"6/1/1993",79.48,87.49,94.64
"9/1/1993",80.06,88.62,95.19
"12/1/1993",79.97,89.07,93.89
"3/1/1994",81.02,89.82,97.18
"6/1/1994",81.23,88.83,98.63
"9/1/1994",81.89,89.34,99.17
"12/1/1994",82.89,90.79,101.3
"3/1/1995",82.57,90.64,98.59
"6/1/1995",83.28,91.8,100.52
"9/1/1995",83.52,91.66,99.27
"12/1/1995",83.47,91.71,98.31
"3/1/1996",82.67,91.85,93.04
"6/1/1996",83.8,92.33,100.84
"9/1/1996",84.33,92.68,100.43
"12/1/1996",84.75,92.66,100.74
"3/1/1997",84.31,92.98,97.44
"6/1/1997",85.47,93.47,99.86
"9/1/1997",85.78,92.88,100.12
"12/1/1997",86.35,93.5,101.09
"3/1/1998",87.1,93.95,103.47
"6/1/1998",86.78,93.41,102.35
"9/1/1998",87.03,94.42,103.74
"12/1/1998",86.97,95.32,102.9
"3/1/1999",87.74,96,105.54
"6/1/1999",87.88,95.9,106.73
"9/1/1999",88.82,96.3,109.13
"12/1/1999",89.9,97.62,108.41
"3/1/2000",90.8,97.73,110.93
"6/1/2000",91.71,98.75,110.75
"9/1/2000",91.57,99.06,111.71
"12/1/2000",91.66,98.45,110.62
"3/1/2001",93.15,99.81,110.66
"6/1/2001",93.23,100.07,108.43
"9/1/2001",92.95,100.11,106.44
"12/1/2001",93.11,99.49,105.21
"3/1/2002",92.82,99.13,103
"6/1/2002",93.01,98.99,100.71
"9/1/2002",93.44,99.21,100.49
"12/1/2002",93.26,99.81,100.06
"3/1/2003",92.11,99.83,99.85
"6/1/2003",92.16,99.63,99.71
"9/1/2003",92.62,99.37,99.9
"12/1/2003",92.94,99.52,99.8
"3/1/2004",92.93,99.69,99.05
"6/1/2004",93.27,99.5,98.35
"9/1/2004",93.11,99.53,98.74
"12/1/2004",93.17,99.92,97.93
"3/1/2005",93,99.65,97.22
"6/1/2005",93.63,99.87,98.73
"9/1/2005",94.39,100.15,99.73
"12/1/2005",94.71,100.07,102.5
"3/1/2006",95.64,100.88,102.35
"6/1/2006",97.17,101.2,109
"9/1/2006",98.12,101.17,109.44
"12/1/2006",99.4,102.74,112.9
"3/1/2007",99.85,100.45,113.7
"6/1/2007",100.58,101.42,112.49
"9/1/2007",101.41,101.73,112.85
"12/1/2007",101.73,101.7,116.4
"3/1/2008",102.54,101.91,117.04
"6/1/2008",102.32,101.93,114.21
"9/1/2008",101.91,102.07,114.14
"12/1/2008",99.92,102.03,112.6
"3/1/2009",95.44,102.56,102.37
"6/1/2009",95.56,102.69,100.68
"9/1/2009",96.08,101.89,100.89
"12/1/2009",96.92,102.2,100.86
"3/1/2010",97.67,102.38,101.61
"6/1/2010",99.73,103.15,107.73
"9/1/2010",100.49,103.47,108.89
"12/1/2010",101.23,104.25,107.67
"3/1/2011",103.09,105.55,113.75
"6/1/2011",103.28,104.73,113.64
"9/1/2011",103.68,106.18,114.1
"12/1/2011",103.68,106.28,114.67
"3/1/2012",104,106.27,114.18
"6/1/2012",104.13,106.27,112.25
"9/1/2012",104.22,106.57,112.17
"12/1/2012",103.79,106.63,111.41
"3/1/2013",103.37,106.91,109.83
"6/1/2013",104.19,107.64,111.19
"9/1/2013",104.5,107.98,112.62
"12/1/2013",104.97,107.66,113.4
"3/1/2014",105.67,108.4,117.06
"6/1/2014",105.5,NA,NA
