"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",85.95,84.19,84.38
"6/1/1991",85.3,85.3,84.76
"9/1/1991",84.91,82.94,85.41
"12/1/1991",86.16,85.57,87.61
"3/1/1992",87.68,86.48,90.47
"6/1/1992",86.98,86.23,89.67
"9/1/1992",86.98,86.2,87.39
"12/1/1992",86.98,89.05,87.57
"3/1/1993",85.97,86.95,85.7
"6/1/1993",86.14,87.13,84.59
"9/1/1993",86.78,87.84,85.11
"12/1/1993",86.95,89.18,84.09
"3/1/1994",87.99,89.06,86.97
"6/1/1994",88.34,88.84,88.16
"9/1/1994",89.06,89.54,88.75
"12/1/1994",89.77,90.36,90.86
"3/1/1995",89.82,90.39,88.43
"6/1/1995",90.73,92.03,89.92
"9/1/1995",90.86,91.86,88.86
"12/1/1995",90.8,91.87,87.86
"3/1/1996",90.06,92.15,83.38
"6/1/1996",91.5,92.71,90.25
"9/1/1996",91.95,92.92,89.88
"12/1/1996",92.4,93.04,89.92
"3/1/1997",91.96,93.49,87.09
"6/1/1997",93.12,94.01,89.21
"9/1/1997",93.45,93.01,89.66
"12/1/1997",94.17,93.68,90.42
"3/1/1998",95.11,94.35,92.54
"6/1/1998",94.65,94.2,91.71
"9/1/1998",94.96,94.93,92.79
"12/1/1998",94.78,95.88,92.25
"3/1/1999",95.83,97.1,94.4
"6/1/1999",95.78,97.09,95.78
"9/1/1999",97,97.42,97.81
"12/1/1999",98.03,98.79,97.69
"3/1/2000",99.14,99.01,99.82
"6/1/2000",100.29,100.63,99.82
"9/1/2000",100.24,100.4,100.59
"12/1/2000",100.32,100.02,99.77
"3/1/2001",101.38,101.49,99.25
"6/1/2001",101.41,102.29,97.35
"9/1/2001",101.24,102.47,95.46
"12/1/2001",101.49,101.52,94.39
"3/1/2002",101.12,100.76,92.4
"6/1/2002",101.29,101.13,90.46
"9/1/2002",101.66,101.47,90.13
"12/1/2002",101.49,101.24,89.7
"3/1/2003",100.97,101.15,90.18
"6/1/2003",100.76,101.56,90.45
"9/1/2003",101.24,101.48,90.54
"12/1/2003",101.65,100.85,90.39
"3/1/2004",101.91,101.13,89.55
"6/1/2004",101.98,100.98,88.95
"9/1/2004",101.8,100.78,89.53
"12/1/2004",101.83,101.47,88.76
"3/1/2005",102,101.15,87.99
"6/1/2005",102.72,101.29,89.45
"9/1/2005",103.25,101.7,90.87
"12/1/2005",103.43,101.14,93.22
"3/1/2006",104.29,101.8,92.3
"6/1/2006",105.85,102.22,98.63
"9/1/2006",106.59,102.3,99.58
"12/1/2006",107.71,103.74,101.68
"3/1/2007",108.15,101.52,102.04
"6/1/2007",108.53,102.26,101.26
"9/1/2007",109.18,102.59,102.38
"12/1/2007",109.55,102.39,104.38
"3/1/2008",111.07,102.02,107.97
"6/1/2008",110.6,101.34,105.94
"9/1/2008",110.02,NA,NA
