"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",79.54,81.64,88.48
"6/1/1991",79.19,82.46,88.99
"9/1/1991",78.82,80.23,89.88
"12/1/1991",79.78,82.3,92.21
"3/1/1992",81.12,83.84,94.08
"6/1/1992",80.55,83.39,93.37
"9/1/1992",80.34,83.52,91.43
"12/1/1992",80.13,85.94,91.27
"3/1/1993",79.47,84.12,89.49
"6/1/1993",79.48,84.19,88.34
"9/1/1993",80.06,84.92,88.94
"12/1/1993",79.97,85.87,87.59
"3/1/1994",81.02,86.13,90.46
"6/1/1994",81.23,85.78,91.46
"9/1/1994",81.89,86.58,91.85
"12/1/1994",82.89,87.13,93.81
"3/1/1995",82.57,87.37,91.47
"6/1/1995",83.28,88.53,93.03
"9/1/1995",83.52,88.45,92.07
"12/1/1995",83.47,88.46,91.48
"3/1/1996",82.67,88.78,86.42
"6/1/1996",83.8,89.2,93.35
"9/1/1996",84.33,89.46,93.22
"12/1/1996",84.75,89.51,93.43
"3/1/1997",84.31,89.86,90.38
"6/1/1997",85.47,90.41,92.54
"9/1/1997",85.78,89.65,92.64
"12/1/1997",86.35,90.38,93.48
"3/1/1998",87.1,90.83,95.96
"6/1/1998",86.78,90.38,94.71
"9/1/1998",87.03,91.17,95.95
"12/1/1998",86.97,92.13,95.48
"3/1/1999",87.74,92.98,98.23
"6/1/1999",87.88,92.94,99.1
"9/1/1999",88.82,93.2,101.11
"12/1/1999",89.9,94.43,100.62
"3/1/2000",90.8,94.71,102.74
"6/1/2000",91.71,95.8,102.49
"9/1/2000",91.57,95.86,103.37
"12/1/2000",91.66,95.32,102.64
"3/1/2001",93.15,96.92,103.12
"6/1/2001",93.23,97.15,101.19
"9/1/2001",92.95,97.32,99.55
"12/1/2001",93.11,96.71,98.53
"3/1/2002",92.82,96.01,96.54
"6/1/2002",93.01,95.99,94.71
"9/1/2002",93.44,96.29,94.31
"12/1/2002",93.26,96.75,93.69
"3/1/2003",92.11,96.46,93.75
"6/1/2003",92.16,96.4,93.38
"9/1/2003",92.62,96.36,93.41
"12/1/2003",92.94,96.29,93.29
"3/1/2004",92.93,96.93,93.15
"6/1/2004",93.27,96.72,92.45
"9/1/2004",93.11,96.53,92.57
"12/1/2004",93.17,97.29,92.05
"3/1/2005",93,97.19,90.76
"6/1/2005",93.63,97.26,92.23
"9/1/2005",94.39,97.41,93.48
"12/1/2005",94.71,97.56,95.62
"3/1/2006",95.64,98.27,94.92
"6/1/2006",97.17,98.59,100.41
"9/1/2006",98.12,98.56,100.93
"12/1/2006",99.4,100.22,104.22
"3/1/2007",99.85,98.17,104.7
"6/1/2007",100.58,98.98,103.64
"9/1/2007",101.41,99.18,104.08
"12/1/2007",101.73,99.18,106.67
"3/1/2008",102.54,99.31,107.64
"6/1/2008",102.32,99.27,104.97
"9/1/2008",101.91,99.29,105.19
"12/1/2008",99.92,99.28,103.76
"3/1/2009",95.44,99.85,95.41
"6/1/2009",95.56,99.91,94.63
"9/1/2009",96.08,98.76,94.97
"12/1/2009",96.92,99.3,94.91
"3/1/2010",97.67,99.38,94.91
"6/1/2010",99.73,99.8,100.54
"9/1/2010",100.49,99.91,101.14
"12/1/2010",101.23,100.76,100.78
"3/1/2011",103.09,102.21,106.06
"6/1/2011",103.28,101.44,106.93
"9/1/2011",103.68,102.46,107.04
"12/1/2011",103.68,102.84,107.26
"3/1/2012",104,102.71,107.52
"6/1/2012",104.13,102.86,106.71
"9/1/2012",104.22,102.84,106.54
"12/1/2012",103.79,103.05,106.5
"3/1/2013",103.37,103.3,103.76
"6/1/2013",104.19,103.93,106.24
"9/1/2013",104.5,104.21,107.04
"12/1/2013",104.97,103.9,108.36
"3/1/2014",105.78,104.57,111.65
"6/1/2014",105.69,104.52,109.75
"9/1/2014",105.76,105.31,108.47
"12/1/2014",106.5,106.1,109.8
"3/1/2015",106.79,NA,NA
