"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",84.69,84.77,94.44
"6/1/1991",84.32,85.89,94.83
"9/1/1991",83.82,83.77,95.51
"12/1/1991",85.06,86.19,98.01
"3/1/1992",86.42,87.65,101.06
"6/1/1992",85.74,86.61,100.16
"9/1/1992",85.4,86.42,97.76
"12/1/1992",85.39,89.81,97.91
"3/1/1993",84.59,87.38,95.79
"6/1/1993",84.62,87.51,94.66
"9/1/1993",85.21,88.6,95.2
"12/1/1993",85.06,89.08,93.95
"3/1/1994",86.21,89.76,97.2
"6/1/1994",86.52,88.81,98.64
"9/1/1994",87.17,89.35,99.18
"12/1/1994",88.18,90.76,101.3
"3/1/1995",87.85,90.56,98.66
"6/1/1995",88.7,91.82,100.5
"9/1/1995",88.89,91.66,99.22
"12/1/1995",88.81,91.64,98.29
"3/1/1996",87.95,91.87,93.09
"6/1/1996",89.29,92.35,100.82
"9/1/1996",89.82,92.68,100.44
"12/1/1996",90.1,92.63,100.66
"3/1/1997",89.57,92.93,97.33
"6/1/1997",90.89,93.5,99.93
"9/1/1997",91.22,92.87,100.14
"12/1/1997",91.83,93.49,101.06
"3/1/1998",92.5,93.91,103.45
"6/1/1998",92.16,93.43,102.31
"9/1/1998",92.48,94.41,103.77
"12/1/1998",92.42,95.3,102.99
"3/1/1999",93.11,95.96,105.5
"6/1/1999",93.25,95.91,106.75
"9/1/1999",94.31,96.29,109.15
"12/1/1999",95.33,97.78,108.52
"3/1/2000",96.36,97.76,111
"6/1/2000",97.43,98.75,110.71
"9/1/2000",97.33,99.04,111.68
"12/1/2000",97.27,98.39,110.6
"3/1/2001",98.7,99.77,110.7
"6/1/2001",98.83,100.07,108.36
"9/1/2001",98.52,100.1,106.43
"12/1/2001",98.71,99.44,105.15
"3/1/2002",98.36,99.1,102.95
"6/1/2002",98.65,98.97,100.68
"9/1/2002",99.03,99.2,100.5
"12/1/2002",98.84,99.77,100.02
"3/1/2003",98.07,99.79,99.85
"6/1/2003",97.98,99.64,99.61
"9/1/2003",98.45,99.36,99.92
"12/1/2003",98.84,99.49,99.81
"3/1/2004",98.85,99.72,99.06
"6/1/2004",99.17,99.51,98.28
"9/1/2004",99.02,99.54,98.78
"12/1/2004",99.03,100.06,98.1
"3/1/2005",98.91,99.59,97.15
"6/1/2005",99.55,99.89,98.69
"9/1/2005",100.32,100.16,99.78
"12/1/2005",100.64,100.03,102.64
"3/1/2006",101.78,100.81,102.38
"6/1/2006",103.28,101.24,108.79
"9/1/2006",104.28,101.19,109.47
"12/1/2006",105.62,102.67,113.01
"3/1/2007",106.28,100.36,113.73
"6/1/2007",106.84,101.47,112.16
"9/1/2007",107.76,101.77,112.93
"12/1/2007",108.15,101.62,116.53
"3/1/2008",109.24,101.77,117.36
"6/1/2008",108.76,101.85,114.38
"9/1/2008",108.33,101.98,114.75
"12/1/2008",106.13,101.66,113.26
"3/1/2009",101.8,101.95,102.66
"6/1/2009",102.05,102.38,101.2
"9/1/2009",102.86,101.63,101.85
"12/1/2009",103.8,101.49,101.81
"3/1/2010",104.49,101.49,101.99
"6/1/2010",106.8,102.31,107.82
"9/1/2010",107.55,102.6,109.5
"12/1/2010",108.2,103.33,109.31
"3/1/2011",109.53,103.7,113.7
"6/1/2011",110.03,103.07,113.73
"9/1/2011",110.43,104.35,114.09
"12/1/2011",110.27,104.14,115.39
"3/1/2012",110.82,104.58,114.08
"6/1/2012",111.12,NA,NA
