"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",85.94,84.18,84.38
"6/1/1991",85.31,85.29,84.76
"9/1/1991",84.91,82.94,85.41
"12/1/1991",86.15,85.58,87.61
"3/1/1992",87.72,86.48,90.47
"6/1/1992",86.99,86.21,89.67
"9/1/1992",86.99,86.2,87.39
"12/1/1992",87.01,89.07,87.57
"3/1/1993",85.96,86.95,85.7
"6/1/1993",86.15,87.11,84.59
"9/1/1993",86.79,87.85,85.11
"12/1/1993",86.98,89.2,84.09
"3/1/1994",87.99,89.06,86.97
"6/1/1994",88.35,88.81,88.16
"9/1/1994",89.07,89.55,88.75
"12/1/1994",89.78,90.37,90.86
"3/1/1995",89.81,90.4,88.43
"6/1/1995",90.73,92,89.92
"9/1/1995",90.87,91.87,88.86
"12/1/1995",90.8,91.88,87.86
"3/1/1996",90.1,92.16,83.38
"6/1/1996",91.51,92.68,90.25
"9/1/1996",91.96,92.93,89.88
"12/1/1996",92.39,93.05,89.92
"3/1/1997",91.95,93.5,87.09
"6/1/1997",93.14,93.98,89.21
"9/1/1997",93.46,93.02,89.66
"12/1/1997",94.17,93.69,90.42
"3/1/1998",95.09,94.36,92.54
"6/1/1998",94.66,94.17,91.71
"9/1/1998",94.97,94.94,92.79
"12/1/1998",94.79,95.89,92.25
"3/1/1999",95.82,97.11,94.4
"6/1/1999",95.78,97.07,95.78
"9/1/1999",97.01,97.42,97.81
"12/1/1999",98.04,98.8,97.69
"3/1/2000",99.19,99.02,99.82
"6/1/2000",100.3,100.61,99.82
"9/1/2000",100.25,100.39,100.59
"12/1/2000",100.33,100.03,99.77
"3/1/2001",101.35,101.51,99.25
"6/1/2001",101.43,102.28,97.35
"9/1/2001",101.25,102.44,95.46
"12/1/2001",101.5,101.54,94.39
"3/1/2002",101.09,100.77,92.4
"6/1/2002",101.31,101.12,90.46
"9/1/2002",101.68,101.44,90.13
"12/1/2002",101.49,101.27,89.7
"3/1/2003",100.93,101.17,90.18
"6/1/2003",100.78,101.56,90.45
"9/1/2003",101.27,101.43,90.54
"12/1/2003",101.64,100.88,90.39
"3/1/2004",101.92,101.15,89.55
"6/1/2004",102,100.99,88.95
"9/1/2004",101.85,100.72,89.53
"12/1/2004",101.84,101.51,88.76
"3/1/2005",101.98,101.18,87.99
"6/1/2005",102.57,101.3,89.45
"9/1/2005",103.28,101.63,90.87
"12/1/2005",103.5,101.19,93.22
"3/1/2006",104.38,101.82,92.3
"6/1/2006",105.92,102.22,98.63
"9/1/2006",106.89,102.22,99.58
"12/1/2006",107.96,103.8,101.68
"3/1/2007",108.31,101.55,102.04
"6/1/2007",108.66,102.26,101.26
"9/1/2007",109.53,102.49,102.38
"12/1/2007",109.68,102.46,104.38
"3/1/2008",111.42,102.4,107.92
"6/1/2008",110.79,101.87,106.41
"9/1/2008",110.44,102.12,106.63
"12/1/2008",107.74,101.85,103.8
"3/1/2009",103.93,102.32,95.64
"6/1/2009",104.26,NA,NA
