"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",86,84.1,84.2
"6/1/1991",85.31,85.33,84.56
"9/1/1991",84.83,82.94,85.32
"12/1/1991",86.14,85.61,87.09
"3/1/1992",87.75,86.42,90.38
"6/1/1992",87.01,86.26,89.67
"9/1/1992",86.91,86.19,87.2
"12/1/1992",86.97,89.05,87.3
"3/1/1993",86.03,86.95,85.46
"6/1/1993",86.14,86.91,84.38
"9/1/1993",86.76,87.86,84.93
"12/1/1993",86.93,89.16,84.22
"3/1/1994",88.08,89.23,86.83
"6/1/1994",88.37,88.84,87.94
"9/1/1994",89.06,89.48,88.6
"12/1/1994",89.77,90.5,91.28
"3/1/1995",89.91,90.61,88.41
"6/1/1995",90.78,92.08,89.91
"9/1/1995",90.9,91.88,89
"12/1/1995",90.73,91.81,87.86
"3/1/1996",90.12,92.09,83.38
"6/1/1996",91.53,92.7,90.3
"9/1/1996",91.95,92.9,89.75
"12/1/1996",92.31,92.99,89.43
"3/1/1997",91.99,93.51,86.88
"6/1/1997",93.11,94.02,88.71
"9/1/1997",93.42,93.02,89.42
"12/1/1997",94.16,93.76,90.04
"3/1/1998",95.1,94.36,92.36
"6/1/1998",94.67,94.28,91.74
"9/1/1998",94.9,94.93,92.5
"12/1/1998",94.83,95.86,92.06
"3/1/1999",95.84,97.26,94.16
"6/1/1999",95.74,96.81,95.56
"9/1/1999",96.92,97.39,97.54
"12/1/1999",98.14,98.78,97.94
"3/1/2000",99.15,98.82,99.75
"6/1/2000",100.3,100.69,99.77
"9/1/2000",100.23,100.45,100.67
"12/1/2000",100.4,99.94,99.81
"3/1/2001",101.39,101.39,99.18
"6/1/2001",101.44,102.35,97.37
"9/1/2001",101.24,102.49,95.54
"12/1/2001",101.48,101.44,93.89
"3/1/2002",101.17,100.76,92.28
"6/1/2002",101.28,101.06,90.26
"9/1/2002",101.66,101.55,89.89
"12/1/2002",101.45,101.19,89.25
"3/1/2003",101.05,101,90.15
"6/1/2003",100.78,101.69,90.49
"9/1/2003",101.21,101.6,90.19
"12/1/2003",101.59,100.9,90.07
"3/1/2004",101.86,101.02,89.62
"6/1/2004",101.78,101,88.83
"9/1/2004",101.61,100.97,89.28
"12/1/2004",101.69,101.47,89.12
"3/1/2005",102.05,101.16,88.07
"6/1/2005",102.46,101.1,88.86
"9/1/2005",103.04,101.73,90.69
"12/1/2005",103.33,101,93.69
"3/1/2006",104.21,101.85,91.28
"6/1/2006",105.58,102.03,96.91
"9/1/2006",106.36,102.39,98.11
"12/1/2006",107.41,103.24,100.19
"3/1/2007",108.1,101.35,101.88
"6/1/2007",108.28,102.12,100.49
"9/1/2007",109,102.46,101.22
"12/1/2007",109.29,101.66,102.69
"3/1/2008",110.96,101.98,106.5
