"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",79.54,81.7,88.62
"6/1/1991",79.19,82.43,89.13
"9/1/1991",78.82,80.12,90.03
"12/1/1991",79.78,82.39,92.36
"3/1/1992",81.12,83.88,94.24
"6/1/1992",80.55,83.34,93.52
"9/1/1992",80.34,83.4,91.57
"12/1/1992",80.13,86.06,91.42
"3/1/1993",79.47,84.15,89.64
"6/1/1993",79.48,84.14,88.49
"9/1/1993",80.06,84.81,89.09
"12/1/1993",79.97,86.02,87.73
"3/1/1994",81.02,86.13,90.61
"6/1/1994",81.23,85.71,91.61
"9/1/1994",81.89,86.52,91.99
"12/1/1994",82.89,87.26,93.97
"3/1/1995",82.57,87.37,91.61
"6/1/1995",83.28,88.48,93.18
"9/1/1995",83.52,88.43,92.22
"12/1/1995",83.47,88.54,91.63
"3/1/1996",82.67,88.79,86.57
"6/1/1996",83.8,89.15,93.5
"9/1/1996",84.33,89.48,93.38
"12/1/1996",84.75,89.53,93.58
"3/1/1997",84.31,89.88,90.52
"6/1/1997",85.47,90.37,92.69
"9/1/1997",85.78,89.67,92.8
"12/1/1997",86.35,90.37,93.63
"3/1/1998",87.1,90.85,96.12
"6/1/1998",86.78,90.36,94.87
"9/1/1998",87.03,91.17,96.11
"12/1/1998",86.97,92.14,95.64
"3/1/1999",87.74,92.99,98.4
"6/1/1999",87.88,92.91,99.26
"9/1/1999",88.82,93.2,101.27
"12/1/1999",89.9,94.46,100.79
"3/1/2000",90.8,94.71,102.9
"6/1/2000",91.71,95.74,102.66
"9/1/2000",91.57,95.84,103.54
"12/1/2000",91.66,95.4,102.81
"3/1/2001",93.15,96.91,103.29
"6/1/2001",93.23,97.1,101.36
"9/1/2001",92.95,97.33,99.71
"12/1/2001",93.11,96.78,98.69
"3/1/2002",92.82,95.99,96.7
"6/1/2002",93.01,95.94,94.86
"9/1/2002",93.44,96.29,94.46
"12/1/2002",93.26,96.82,93.84
"3/1/2003",92.11,96.44,93.9
"6/1/2003",92.16,96.37,93.53
"9/1/2003",92.62,96.39,93.57
"12/1/2003",92.94,96.3,93.44
"3/1/2004",92.93,96.91,93.3
"6/1/2004",93.27,96.7,92.6
"9/1/2004",93.11,96.58,92.73
"12/1/2004",93.17,97.29,92.21
"3/1/2005",93,97.16,90.9
"6/1/2005",93.63,97.25,92.38
"9/1/2005",94.39,97.49,93.63
"12/1/2005",94.71,97.5,95.78
"3/1/2006",95.64,98.25,95.08
"6/1/2006",97.17,98.6,100.58
"9/1/2006",98.12,98.66,101.09
"12/1/2006",99.4,100.13,104.39
"3/1/2007",99.85,98.15,104.87
"6/1/2007",100.58,99,103.81
"9/1/2007",101.41,99.3,104.25
"12/1/2007",101.73,99.06,106.85
"3/1/2008",102.54,99.3,107.82
"6/1/2008",102.32,99.29,105.13
"9/1/2008",101.91,99.36,105.36
"12/1/2008",99.92,99.18,103.93
"3/1/2009",95.44,99.84,95.56
"6/1/2009",95.56,99.95,94.78
"9/1/2009",96.08,98.79,95.12
"12/1/2009",96.92,99.25,95.07
"3/1/2010",97.67,99.35,94.89
"6/1/2010",99.73,99.81,100.57
"9/1/2010",100.49,99.91,101.17
"12/1/2010",101.23,100.78,100.74
"3/1/2011",103.09,102.16,105.96
"6/1/2011",103.28,101.42,106.87
"9/1/2011",103.68,102.52,106.94
"12/1/2011",103.68,102.84,107.09
"3/1/2012",104,102.63,107.44
"6/1/2012",104.13,102.8,106.77
"9/1/2012",104.22,103.03,106.54
"12/1/2012",103.79,102.98,106.35
"3/1/2013",103.37,103.2,103.74
"6/1/2013",104.19,103.86,106.05
"9/1/2013",104.5,104.55,106.89
"12/1/2013",104.97,103.74,108.04
"3/1/2014",105.67,104.54,111.2
"6/1/2014",105.5,104.65,108.68
"9/1/2014",NA,NA,NA
