"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",79.46,81.72,87.33
"6/1/1991",79.12,82.58,87.8
"9/1/1991",78.73,80.32,88.78
"12/1/1991",79.7,82.38,91.17
"3/1/1992",81.03,83.84,93.18
"6/1/1992",80.47,83.4,92.44
"9/1/1992",80.25,83.55,90.54
"12/1/1992",80.04,85.97,90.45
"3/1/1993",79.39,84.17,88.57
"6/1/1993",79.4,84.22,87.44
"9/1/1993",79.98,84.98,88.08
"12/1/1993",79.87,85.92,86.78
"3/1/1994",80.93,86.15,89.5
"6/1/1994",81.16,85.8,90.61
"9/1/1994",81.8,86.62,91
"12/1/1994",82.8,87.19,92.97
"3/1/1995",82.52,87.43,90.71
"6/1/1995",83.2,88.57,92.27
"9/1/1995",83.47,88.5,91.28
"12/1/1995",83.43,88.49,90.67
"3/1/1996",82.65,88.77,85.77
"6/1/1996",83.77,89.16,92.64
"9/1/1996",84.31,89.43,92.55
"12/1/1996",84.75,89.49,92.72
"3/1/1997",84.28,89.87,89.79
"6/1/1997",85.44,90.34,91.85
"9/1/1997",85.78,89.57,91.96
"12/1/1997",86.36,90.35,92.71
"3/1/1998",87.1,90.81,95.17
"6/1/1998",86.8,90.37,93.97
"9/1/1998",87.04,91.15,95.18
"12/1/1998",86.99,92.08,94.67
"3/1/1999",87.75,92.99,97.36
"6/1/1999",87.88,92.89,98.22
"9/1/1999",88.82,93.13,100.1
"12/1/1999",89.9,94.33,99.79
"3/1/2000",90.79,94.71,101.65
"6/1/2000",91.7,95.78,101.47
"9/1/2000",91.55,95.83,102.37
"12/1/2000",91.63,95.29,101.64
"3/1/2001",93.15,96.93,102
"6/1/2001",93.22,97.13,100.11
"9/1/2001",92.94,97.28,98.46
"12/1/2001",93.1,96.66,97.41
"3/1/2002",92.77,95.98,95.55
"6/1/2002",93,95.93,93.52
"9/1/2002",93.45,96.33,93.18
"12/1/2002",93.25,96.8,92.64
"3/1/2003",92.1,96.48,92.72
"6/1/2003",92.13,96.41,92.37
"9/1/2003",92.59,96.37,92.44
"12/1/2003",92.92,96.28,92.26
"3/1/2004",92.91,96.88,92.23
"6/1/2004",93.23,96.69,91.29
"9/1/2004",93.07,96.53,91.77
"12/1/2004",93.13,97.24,91.15
"3/1/2005",92.98,97.23,90.14
"6/1/2005",93.6,97.24,91.68
"9/1/2005",94.35,97.39,92.96
"12/1/2005",94.68,97.56,95.22
"3/1/2006",95.6,98.22,94.79
"6/1/2006",97.13,98.61,100.18
"9/1/2006",98.08,98.56,100.92
"12/1/2006",99.37,100.15,104.15
"3/1/2007",99.81,98.19,104.05
"6/1/2007",100.52,99.03,103.09
"9/1/2007",101.36,99.22,103.7
"12/1/2007",101.69,99.2,106.45
"3/1/2008",102.55,99.34,107.17
"6/1/2008",102.28,99.41,104.86
"9/1/2008",101.9,99.4,105.18
"12/1/2008",99.9,99.41,103.77
"3/1/2009",95.45,100.07,94.71
"6/1/2009",95.52,100.25,94.4
"9/1/2009",96.08,98.97,94.92
"12/1/2009",96.95,99.39,94.73
"3/1/2010",97.71,99.24,94.95
"6/1/2010",99.69,99.94,100.41
"9/1/2010",100.48,99.93,101.7
"12/1/2010",101.27,100.72,100.85
"3/1/2011",103.16,101.12,106.11
"6/1/2011",103.34,100.6,106.5
"9/1/2011",103.76,101.63,107.31
"12/1/2011",103.73,101.78,107.26
"3/1/2012",104.13,101.97,107.72
"6/1/2012",104.19,102.26,106.64
"9/1/2012",104.36,102.44,107.08
"12/1/2012",103.85,102.23,106.4
"3/1/2013",103.57,102.29,102.8
"6/1/2013",104.51,102.95,105.52
"9/1/2013",104.9,103.62,106.19
"12/1/2013",105.24,103.19,107.97
"3/1/2014",105.99,103.52,110.6
"6/1/2014",105.93,103.46,108.89
"9/1/2014",106.13,104.13,108.12
"12/1/2014",106.78,105.13,109.49
"3/1/2015",107.15,105.5,111.3
"6/1/2015",107.62,105.64,110.9
"9/1/2015",107.96,106.25,110.54
"12/1/2015",NA,NA,NA
