"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",86,84.17,84.29
"6/1/1991",85.3,85.29,84.78
"9/1/1991",84.89,82.92,85.48
"12/1/1991",86.12,85.49,87.55
"3/1/1992",87.79,86.46,90.4
"6/1/1992",86.97,86.24,89.66
"9/1/1992",86.98,86.17,87.47
"12/1/1992",86.99,89.25,87.62
"3/1/1993",86.02,86.96,85.6
"6/1/1993",86.13,87.14,84.63
"9/1/1993",86.78,87.8,85.18
"12/1/1993",86.97,89.4,84.12
"3/1/1994",88.03,89.05,86.89
"6/1/1994",88.33,88.82,88.21
"9/1/1994",89.07,89.52,88.81
"12/1/1994",89.78,90.43,90.85
"3/1/1995",89.85,90.38,88.38
"6/1/1995",90.72,92.01,89.94
"9/1/1995",90.86,91.85,88.89
"12/1/1995",90.8,91.9,87.86
"3/1/1996",90.13,92.15,83.35
"6/1/1996",91.51,92.7,90.27
"9/1/1996",91.96,92.91,89.91
"12/1/1996",92.39,93.07,89.9
"3/1/1997",91.96,93.48,87.04
"6/1/1997",93.13,94.01,89.27
"9/1/1997",93.47,93.01,89.65
"12/1/1997",94.18,93.75,90.41
"3/1/1998",95.1,94.34,92.61
"6/1/1998",94.66,94.18,91.68
"9/1/1998",94.98,94.94,92.76
"12/1/1998",94.8,95.95,92.27
"3/1/1999",95.82,97.09,94.52
"6/1/1999",95.78,97.07,95.78
"9/1/1999",97.01,97.41,97.75
"12/1/1999",98.06,98.88,97.72
"3/1/2000",99.19,99.01,99.99
"6/1/2000",100.3,100.6,99.77
"9/1/2000",100.26,100.38,100.5
"12/1/2000",100.33,100.08,99.75
"3/1/2001",101.36,101.48,99.37
"6/1/2001",101.42,102.24,97.3
"9/1/2001",101.26,102.42,95.39
"12/1/2001",101.5,101.62,94.35
"3/1/2002",101.09,100.74,92.44
"6/1/2002",101.3,101.06,90.43
"9/1/2002",101.69,101.41,90.12
"12/1/2002",101.52,101.4,89.65
"3/1/2003",100.92,101.12,90.2
"6/1/2003",100.77,101.47,90.38
"9/1/2003",101.26,101.39,90.56
"12/1/2003",101.69,101.13,90.39
"3/1/2004",101.91,101.07,89.57
"6/1/2004",102,100.86,88.91
"9/1/2004",101.82,100.68,89.56
"12/1/2004",101.9,101.81,88.85
"3/1/2005",101.95,101.32,87.76
"6/1/2005",102.58,101.34,89.24
"9/1/2005",103.25,101.85,90.63
"12/1/2005",103.58,101.58,93.11
"3/1/2006",104.55,102.15,92.28
"6/1/2006",106.16,102.46,98.4
"9/1/2006",107.06,102.74,99.19
"12/1/2006",108.25,104.25,101.72
"3/1/2007",108.75,101.87,102.77
"6/1/2007",109.08,102.63,101.82
"9/1/2007",109.9,103.07,102.65
"12/1/2007",110.16,102.81,104.93
"3/1/2008",111.66,103.25,107.62
"6/1/2008",110.88,102.62,105.01
"9/1/2008",110.42,102.96,105.62
"12/1/2008",107.99,102.52,103.45
"3/1/2009",104.27,102.97,95.42
"6/1/2009",104.74,103.82,96.06
"9/1/2009",105.52,102.42,96.8
"12/1/2009",105.83,102.24,95.87
"3/1/2010",106.32,101.4,94.33
"6/1/2010",108.64,NA,NA
