"date","GDP","Consumption","Investment"
"Transform:",3,3,3
"3/1/1991",79.45,81.72,87.4
"6/1/1991",79.12,82.61,87.8
"9/1/1991",78.73,80.3,88.79
"12/1/1991",79.73,82.39,91.24
"3/1/1992",81.01,83.83,93.19
"6/1/1992",80.48,83.42,92.47
"9/1/1992",80.25,83.53,90.55
"12/1/1992",80.08,85.97,90.44
"3/1/1993",79.34,84.17,88.6
"6/1/1993",79.41,84.23,87.45
"9/1/1993",79.98,84.96,88.08
"12/1/1993",79.92,85.92,86.76
"3/1/1994",80.89,86.14,89.5
"6/1/1994",81.17,85.84,90.61
"9/1/1994",81.8,86.6,91.01
"12/1/1994",82.86,87.15,92.97
"3/1/1995",82.48,87.46,90.69
"6/1/1995",83.21,88.57,92.29
"9/1/1995",83.49,88.51,91.32
"12/1/1995",83.45,88.4,90.68
"3/1/1996",82.6,88.78,85.77
"6/1/1996",83.8,89.17,92.67
"9/1/1996",84.32,89.43,92.55
"12/1/1996",84.78,89.59,92.78
"3/1/1997",84.27,89.92,89.89
"6/1/1997",85.45,90.35,91.83
"9/1/1997",85.79,89.56,91.96
"12/1/1997",86.39,90.45,92.75
"3/1/1998",87.08,90.87,95.2
"6/1/1998",86.82,90.38,94
"9/1/1998",87.04,91.14,95.18
"12/1/1998",87.01,92.02,94.64
"3/1/1999",87.71,93.07,97.38
"6/1/1999",87.91,92.9,98.22
"9/1/1999",88.81,93.06,100.11
"12/1/1999",89.93,94.28,99.74
"3/1/2000",90.76,94.73,101.6
"6/1/2000",91.7,95.75,101.49
"9/1/2000",91.57,95.83,102.4
"12/1/2000",91.64,95.2,101.65
"3/1/2001",93.13,96.98,101.98
"6/1/2001",93.23,97.1,100.13
"9/1/2001",92.95,97.24,98.5
"12/1/2001",93.06,96.6,97.45
"3/1/2002",92.78,96,95.59
"6/1/2002",93.01,95.88,93.54
"9/1/2002",93.44,96.36,93.19
"12/1/2002",93.24,96.87,92.68
"3/1/2003",92.12,96.46,92.74
"6/1/2003",92.14,96.44,92.39
"9/1/2003",92.59,96.43,92.46
"12/1/2003",92.93,96.35,92.29
"3/1/2004",92.91,96.93,92.21
"6/1/2004",93.24,96.65,91.3
"9/1/2004",93.06,96.53,91.79
"12/1/2004",93.15,97.18,91.1
"3/1/2005",92.98,97.25,90.15
"6/1/2005",93.58,97.22,91.67
"9/1/2005",94.34,97.41,92.99
"12/1/2005",94.71,97.51,95.19
"3/1/2006",95.59,98.23,94.69
"6/1/2006",97.13,98.58,100.29
"9/1/2006",98.1,98.6,100.99
"12/1/2006",99.39,100.11,104.16
"3/1/2007",99.79,98.17,103.9
"6/1/2007",100.52,99.02,103.23
"9/1/2007",101.37,99.21,103.79
"12/1/2007",101.67,99.22,106.46
"3/1/2008",102.55,99.35,107.04
"6/1/2008",102.25,99.3,104.96
"9/1/2008",101.9,99.45,105.27
"12/1/2008",99.93,99.52,103.78
"3/1/2009",95.44,100.09,94.57
"6/1/2009",95.51,100.19,94.52
"9/1/2009",96.1,99.05,95.03
"12/1/2009",96.97,99.35,94.69
"3/1/2010",97.66,99.26,94.78
"6/1/2010",99.67,99.84,100.5
"9/1/2010",100.49,99.97,101.89
"12/1/2010",101.32,100.7,100.77
"3/1/2011",103.09,101.12,105.84
"6/1/2011",103.29,100.49,106.59
"9/1/2011",103.8,101.69,107.56
"12/1/2011",103.81,101.79,107.21
"3/1/2012",104.09,102.33,107.33
"6/1/2012",104.22,102.54,106.59
"9/1/2012",104.52,102.86,107.05
"12/1/2012",104.02,102.72,105.96
"3/1/2013",103.73,102.76,102.28
"6/1/2013",104.69,103.43,105.63
"9/1/2013",105.28,104.09,106.07
"12/1/2013",105.68,103.36,108.03
"3/1/2014",106.73,103.95,110.29
"6/1/2014",106.67,104.01,108.99
"9/1/2014",107.04,104.69,108.43
"12/1/2014",108.07,105.28,109.92
"3/1/2015",107.92,105.45,109.3
"6/1/2015",108.56,105.71,109.35
"9/1/2015",108.89,106.4,110.26
"12/1/2015",109.49,107.08,113.02
"3/1/2016",110.49,107.61,114.43
"6/1/2016",110.98,107.72,113.05
"9/1/2016",111.17,108.22,113.62
"12/1/2016",111.6,109.02,113.6
"3/1/2017",112.84,109.6,116.58
"6/1/2017",113.46,110.44,118.31
"9/1/2017",114.12,110.49,118.84
"12/1/2017",114.73,110.56,119.14
"3/1/2018",115.15,111.05,121.13
"6/1/2018",115.67,NA,NA
